sentimento,comentarios
positive,tudo ok pedido chegou ate antws tempo previsto
positive,ainda não abri pacote pois obra casa não podendo usar
neutral,produto escolhido cor preta entregue cor azul
positive,produto entregue lacrado perfeito estado
positive,achei não receberia tempo mudar mas chegou hora menos esperei cadeira linda
positive,problema resolvido fiz compra tentei cancelar pro várias vezes porém produto enviado devolvi fizeram estorno comunicação vendedor deveria melhorada
neutral,produto bom custo benefício somente acabamento poderia pouco melhor
positive,adorei compra farei compras futuramente certeza
positive,produto ótima qualidade entrega rápida
positive,bom super rapido
negative,produto recebido diferente inferior adquirido não confere especificações anunciadas
positive,ainda fase experimental porém sinto efeitos não ando cansado
positive,produto entregue dentro prazo gostei
positive,entregou antes data prevista satisfeito produto
positive,faltou produto
positive,bom adorei
negative,nota tô favorecendo
negative,não recebi produto hoje
positive,adorei produto tudo certo entregue conforme esperado respectivas letras certas obrigada
negative,produto errado
neutral,apenas observação descrição produto disse q algodão q recebi algodão somente poliester senti enganada não compraria novamente
negative,vez compro parceiros lannister não recebo produto terceiro parceiro seguido descaso lannister parceiros mercado livre não acontece
positive,recebi produto antes prazo adorei bom
negative,material fraco
positive,produto enviado ótima qualidade loja cumpriu atendeu expectativas
neutral,opinião
negative,recebi apenas itens nota fiscal compramos trocadores aguardo peça pedido ficou faltando cor amarela
positive,fiquei satisfeita entrega chegando após natal presente adulto fácil explicar atraso quanto eficiência produto não sei dizer
positive,comprarei sempre neste site
positive,entregue prazo lindo produto grande jeito precisava
positive,produto excelente entregue antes prazo bateria veio descarregada mas nada depreciasse compra
positive,não usei informar logo passo informação
positive,ainda não recebi outro produto
negative,comprei mosqueteiro cama king não entrar pernilongo véu véu parecendo podre vários furtos fazer devolução direito vai custar caro produto
positive,entrega rapida produto otimo
negative,tentei fazer cancelamento produto momento solicitação andamento produto ja entregue agora preciso troca lo serviço não habilitado péssimo atendimento
negative,comprei cadeiras sendo veio faltando peças outra quebrou suporte rodinhas plástico quase caí chão não gostei qualidade produto
positive,bom entrega antes prazo
positive,conserve neste patamar atendimento voçes caminho certo tentando comprar geladeira porém receio garantia entrega produto avariação
negative,boa tarde hoje ainda não recebi compra tentei entrarem contato não consegui quero devolvido valor pago mercadoria urgência aguardando retorno
positive,entrega prazo produto atende prontamente necessidades empresa
negative,dwmorou demais ficou tendo problemas fiz outras compras dia chegou rapido
negative,produto bom digamos bom porém prazo entregar longo além disso entrega prazo previsto recomendo produto mas não recomendo loja
positive,chegou rápido tudo ordem
positive,oki satisfeito brigado ate aproxima compra
positive,entregue antecedência melhor atendimento visualizei site
negative,site aparece aparente dois fones mas chegou cor bege chegou preto
positive,recomendo deus abençoe
positive,evitar comprar final ano demorou chegar
negative,bom dia comprei duas unidades balde mop momento recebi
positive,parabens
positive,tudo certo entrega rapida produto boa qualidade
positive,recomendo loja produto chegou antes previsto
negative,não sabor fiz pedido fiz pedido sabor chocolate veio sabor baunilha fiquei chateado não conferi sabor antes abrir pensei pudesse confiar vcs
negative,não entregue conforme solicitei fiz pedido malas recebemos apenas tentei entrar contato mail telefone não obtive resposta
positive,produto exatamente foto ótima qualidade adorei
negative,produto recebido não possuía especificações indicadas
negative,parece não original cheiro insuportável
positive,excelente produto rápida entrega obrigada
negative,foto produto anúncio cartucho hp xl original cartucho mandaram falsificado fotos pra p
positive,ótimo produto previsão entrega dias verdade entregaram dia seguinte compra gerou satisfação grande travesseiro superou expectativas ter regulagem
positive,excelente produto simplesmente apaixonada
neutral,primeira compra espero ter maior sorte proxima
positive,tudo conforme combinado bom
neutral,demorou entregar
positive,otimo produto prazo cumprido sabor tambem bom
positive,sempre compro entrega rápida antes prazo estipulado
positive,bons preços produtos entrega dentro prazo
positive,legal
negative,câmera não funcionou
negative,não recebi pedido completo chegou somente cartucho xl não chegou cartucho xl sendo nota fiscal consta dois produtos
negative,produto não entregue prazo causando varios problemas filha presente natal
negative,fone ouvido aparenta ter controles volume avanco retrocesso faixa mas não funcionam comprei fones sei não defeito mas produto feito enganar som baixo
positive,produto mto bonito recomendo
positive,otimo produto esperava
positive,bom dia recebir relogio infelismente sobrinho não gostou faz trocar obrigada gerda
negative,paguei dois frascos nota constam dois dentro caixa veio apenas trata_sr medicamentos não posso ficar
positive,amei qualidade designer
positive,gostei atendimento porém produto nao atendeu esperava motivo solicitando devolução
positive,gostei bastante cortina
negative,não entregam residência produto fica agência correios atendentes fale conosco péssimos falam qualquer coisa encerram assunto solução
negative,faz quase mês comprei kit provençal hoje não recebi
positive,maravilhosa
positive,relogio veio parte frente solta manual instruções pouco explicativo
positive,entrega bastante rápida
positive,produto entregue perfeitamente dentro prazo acordado totalmente contente satisfeito
positive,tudo bem monitorado acompanhei todo procedimento entrega parabéns
positive,recomendo sim
negative,não veio principal celular s edge comprei junto onde parar não recebi agora recebi capa carteira película salete siloti
negative,comprei produto cor laranja veio cor amarela
negative,recebi metade pedido not fiscal consta toda mercadoria falta respeito aguardando retorno outro kit capa pelicula pois recebi somente kit
positive,simplesmente adorei produto
positive,tudo ok sempre
neutral,cesto lindo decorativo mas esperava pouco largo fino nao cabe muita coisa comprei procurei medidas mas nao encontrei assim recomendo porque lin
positive,recebi perfeitamente escolhi obrigada recomendo
positive,produto entregue prazo correto
positive,item chegou dias após compra muiuuito antes prazo capinha bem simples material pobre mas exatamente anunciado
positive,exelente vendedor
neutral,paguei frete casa retirar correios
positive,otima loja produto entregue antes prazo previsto recomendo todos
positive,entrega record produto excelente qualidade
positive,chegou dentro prazo bom estado
positive,produto bom porem montagem distância parafusos não exatas fazendo forçar pouco parafusar produto parece bom
negative,recebi apenas dois comprei lixo abri chamado stark cancelar entrega outro estornar dinheiro pois não vou pagar reais boneco falso pior qualidade
positive,achei super bonita
positive,gostei produto mas maior foto
negative,solicitei troca ainda não atendida
positive,produto excelente lindo amei chegou antes prazo
positive,produto entregue prazo satisfeito entrega
positive,realmente proteção total filho anos fez teste bom recomendo sempre chegou antes prazo previsto
negative,rastreamento pp br ainda não chegou unidade correios porto alegre
negative,produdo não enviado ainda
positive,recebi bem antes prazo recomendo loja tudo ok
positive,produto chegou ótimo estado chegou antes prazo parabéns lojas lannister feliz vcs
positive,super rápido produto veio certinho parabéns trabalho
positive,compra satistatória
positive,chegou antes prazo esperando
positive,recomendadíssimo
positive,manta boa chegou dentro prazo
positive,recomendo sim chegou antes prazo ótimo produto
positive,perfeitinho
positive,ótima loja comprei carteira cor marrom mas loja entrou contato avisou marrom defeito preta aceitei preta precisamos lojas competentes cm
negative,não recebi nada não entraram contato ninguém liga pra informar aconteceu
positive,ótima toda negociação produto chegou bem antes prometido tudo certo
positive,alguma dificuldade reconhecimento cartucho impressora mas três tentativas parece normaiizou
positive,entrega rápida chegou antes prazo lindo abajur recomendo
positive,entregue antes prazo produto ok
positive,além linda chegou semana bem antes prazo estipulado entrega
positive,entrega antes prazo previsto bom
positive,entrega rápida produto ótimo moto recomendo todos
negative,aguardando entrega programada dia
positive,super recomendado
positive,feliz responsabilidade pontualidade seriedade loja clientes
positive,chegou rápido produto dentro esperado
positive,coqueteleira top produto ótimo preço entregue bem antes prazo recomendo
negative,qualidade produto deixou desejar
positive,produto entregue bem antes prazo recomendo
positive,entrega rápida preço bom condição pagamento agradável feliz
negative,entregue somente parte pedido sendo produtos mesma loja
positive,produto veio correto dentro prazo tudo ok
negative,comunico responsáveis recebe kit dois kits comprei produto peço humildemente envie outro pois paguei dois
positive,amei mesinha pena confundir cor comprei achando branca mas nude mas tudo bem bonita vale pena
negative,ainda espero produto
neutral,produto bonito foto
positive,perfeitas amei rapida entrega
positive,bom custo x benefício
negative,entrega atraso mas acho conta correios ainda não recebi produto
negative,serviço péssimo
positive,entrega antes esperado
positive,começo fiquei dúvida falar microfibra não consegui nada explicações internet arrisquei dei bem comprei duas recomendo
positive,boa compra bem conta comparando outras lojas chegou super rápido recomendo
positive,anuncio gn mas poduto disponivel glp trocar junto loja comunicaçao deu certo mas percalços especial loja vendeu diferente aparece site
positive,super prática fácil limpar ocupa pouco espaço recomendo todos
negative,entrega atraso
negative,péssima qualidade estarei devolvendo produto
negative,comprei vários produtos amazon dia somente dois não entregues ainda aspirador carro portátil
neutral,material produto não podia pior plástico parece produto hospitalar qdo comprei achei q algum tipo algodão tratamento impermeável aguardando devolver
positive,prazo qualidade
positive,produto chegou antes prazo previsto
positive,comprei prazo comprar aumentou uns dias recebi antes porém vendedor nunca atualizava informações site
negative,cadeira decorativa veio c pé trocado c solda aparente acabamento mal feito estofados vieram s nenhuma proteção plástico caixa toda remendada s manual medidas não conferem
negative,produto pedir tamanho cm veio cm
negative,gostaria saber pedidos não chegam prazo
negative,não recebi ainda nem avisada atrasaria
positive,produtos primeira linha
positive,amei chegou bem antes prazo boneca linda filha super satisfeita
positive,nao resebi produto ate hoje comprei cama elastica ja chegou mas escada ete agora nada esperando escada voces sempre entregarao coisas sertinho ate antes prazo nao sei
positive,entrega antes prazo estabelecido
neutral,headphone bem apertado comparado outros modelos estrutura diferenciada sendo ruim
negative,fiz compra bases momento recebi somente acredito produtos vem local compra feita junta entrega realizada junta aguardando contato
neutral,produto entregue não igual exibido fotografia abri montar achei prateleiras pouco estreitas resolvi comparar c foto online constatei outro produto
neutral,produto vei quebrado tampa parte trais
positive,parabéns chegou tudo certo obrigada
negative,ainda não recebi pedido não sei culpa parceiro transporte
positive,entregue antes prazo corretamente
positive,entrega antes prazo tudo perfeito
positive,obrigado
positive,recebi produto dentro prazo bem embalado ótima qualidade
neutral,não produto comprei mas vai servir
positive,bom mas não alumínio não
positive,excelente loja cliente antiga nada reclamar nota baratheon
positive,recomendo produto
positive,filho adorou chegou antes prazo final
positive,recebi anotes data marcada ótimo estado obrigada
positive,bom rapida entrega
positive,bom produto entrega rápida
negative,horrível pequeno nada ver não recomendo produto
positive,excelente
positive,poduto igual foto chegou dentro prazo recomendo chegou penúltimo dia prazo
positive,loja super completa vendedor atencioso super ágil prazo vale pena
positive,veio pedido antes dia chegou
positive,produto chegou antes prazo estipulado
neutral,prazo entrega extenso
positive,gostei produto entrega supre rápida show
positive,produto entregue antes prazo dentro especificações recomendo
positive,caixa chegou totalmente amassada sorte mochilas outro produto poderia ter chegado danificado
positive,ótimo atendimento entrega prazo produto entregue problemas
positive,ótima loja ótimo produto
neutral,ainda não recebi
positive,nao reclamar sempre compro recebo sempre praso produtos maravilhoso so agradecer
positive,chegou correto dentro prazo recomendo
positive,tudo ok negociação certa
positive,sim recomendo loja
positive,entrega feita prazo correto
negative,não recomendo não recebi quero reembolso
positive,entrega feita dentro prazo
negative,produto ê importado china não possui nenhum manual português deixou desejar
neutral,nada baixa qualidade plastico
positive,relógio bom entregue prazo
neutral,gostei
positive,poderia vir capinha óculos melhor
positive,produto exelente qualidade recomendo pois chegou antes prazo veio certinho nenhum defeito
positive,entregou produto forma correta antes prazo eficiente
positive,produto excelente superou expectativas parabéns
positive,entregue antes prazo perfeito
positive,produto chegou bem antes espera obrigado
positive,mto bom
negative,não recebido produto ainda
positive,amei luminária mas foto parece pouco menor
negative,comprei quase meses momento não recebi produto
positive,presente mãe dia mães não aberto ainda mas creio tudo correto recebi produto antes data prevista entrega vier defeito pode trocar
negative,comprei termômetros mas vieram quebrados devo proceder trocados
positive,recebi produto antes prazo previsto gostei recomendo
neutral,aproveitei somente capa película não melhor
positive,comprometimento dentro prazo
positive,recebimento antes prazo adorei produto
positive,produto entregue antes prazo ótimas condições
negative,solicitei devolucao valor pois produto veio defeito nao aceito impressora apontando defeito
positive,produto conforme anunciado
positive,material excelente entrega rápida antes tempo
negative,loja não fez nenhuma rastreabilidade produto fiz reclamacao não recebi agora nenhum retorno total descaso
negative,não recebi ainda produto não ter nota fiscal produto não liberado
neutral,ainda usei carregador estranho vou ter q procurador adaptador ai voltarei falar
positive,produto perfeito amei fragrancia forma espalha ambiente loja comprometida cliente
negative,não recebi costas nem assento cadeira apenas ferros suporte
positive,bom vendedor
neutral,gostei
negative,loja péssima não cumpre prazos
negative,não recebi mochila não sei problema empresa transportadora independente não satisfeita porque ainda não recebi produto
positive,entregue antes prazo estabelecido
neutral,dia comprei site lannister frete pouco maior porém prazo entrega menor dias pois presente entregaria dia ainda não rece
positive,acho deveria demora tempo entrega
positive,controle chegou antes prazo entrega recomento site confiança atendeu necessidade bom logo esterei comprando mas
positive,gostei produto comprado
negative,não recebi produto ainda não ressarcido valor pago
positive,atendeu expectativa
positive,ótimos produtos ótimos preços prazo entrega excelente
negative,pagar caro frete empresa escolher correios forma transporte certamente política deve revista correios histórico negativo entrega commerce
positive,ótimo vendedor
positive,excelente produto rápido entrega
negative,fiz compra produto recebi outro produto
positive,produto entregue antes prazo previso
positive,entrega produto perfeito recomendo certeza loja
negative,ñ chegou produto
neutral,solicitei volts entregaram volts desejo envio resistências volts
negative,chegou produto outro nao quero saber pq dois vendedor pedido favor
positive,entregou antes previsto
positive,produto parceiro bons recomendo
negative,lojas americana sempre perfeita porém produto frágil pino ajuste hora cai sempre além disso horário relógio atrasa
positive,sempre entregue antes prazo produto acordo anunciado funcionando bem
positive,produto recebido antes prazo relogio boa qualidade chego intacto
positive,produto boa qualidade fácil montar espaçosa pequena amou
positive,tudo combinamos preço prazo entrega produto pedido vossa parte pagamento cumpridos nestas condições não não dar certo transação comercial
positive,gostei compromisso entrega
positive,ótimo atendimento entrega rápida
positive,rápido produto lacrado tudo ordem
negative,entregaram nf unidades compradas mas entregaram apenas aguardando resposta empresa respeito ocorrido
positive,compra tranquila problemas
positive,loja boa chegou rápido recomendo
positive,mandou pros correios invés residência cobrou frete causa disso situação recomendo
positive,tudo perfeito produto prazo principalmente preço
positive,entrega antes prazo embalagem
negative,fico aguardando
positive,gostei correta eficiente todos trabalhace desta forma perfeito pois não haveria tantas reclamações porque procuramos meios porque maneira torna visível sim
neutral,entregue apenas parte pedido
negative,produto entregue quebrado nem preciso abrir embalagem perceber nao embalado corretamente
positive,otima forma vendas confiança loja proporciona
negative,carteira linda porém grande padrão carteiras tradicionais
positive,gostei produto ótimo
positive,nunca problema
positive,produto entregue bem antes prazo determinado
positive,chegou data certa produto bom
positive,entrega antes data prevista
positive,ótima loja super rápida entrega
neutral,impressora não veio proteções completas faltava espuma sólida manter impressora firme dentro embalagem cartucho preto seco comprar outro
neutral,comprei dois pares luvas recebi par
positive,parabéns continuem assim
positive,mercadoria entregue prazo recomendo todos
positive,serviço entrega eficiente produto chegou menos metade prazo limite
neutral,primeira vez recebi produtos faltando alguns itens
negative,demorou pra chegar
positive,fácil compra chegou rápido adorei
positive,chegou antes previsto mt bom cerdas super macias top
positive,atraso entrega correios conforme rastreamento feito
positive,jarra maravilhosa faz exatamente esperado
positive,parabéns vcs entregue antis prazo recomendo obrigado luiz
positive,gostei produto atende necessidades fácil montagem recomendo
positive,super satisfeita produto além expectativas
positive,atendimento cumprido
negative,comprei dois itens recebi apenas
negative,boa noite recebi duas três luminárias adquiri favor responder urgente aonde terceira recebi dois pacotes correios grata
positive,adorei compra
positive,excelente produto preço maravilhoso
positive,pensei quê produto residência deveria
positive,relógio lindo
negative,boa tarde produto acabou chegar contudo veio unidade comprei unidades quer dizer além produto chegar atrasado ainda veio quantidade errada faltando un
neutral,apenas produto deixou desejar parece lençol colcha cobre leito esperava
positive,amei produto recomendo
positive,bom recebi bem antes prazo
positive,recebi produto dentro tempo estipulado porém veio trincado
negative,aparelho usado
negative,produto demorou sair loja menos dias soubesse comprado china viria rapido
positive,igual descrição bonito leve chegou antes prazo bem embalado recomendo
neutral,esperando chegar pedido
negative,comprei duas bolsas recebi problema entrega mandei vários mails não recebi nenhuma resposta insatisfeita
positive,produto bonito bem embalado
positive,entrega rápida segura produto qualidade
positive,atendeu espectativa entrega dentro prazo
negative,ate presente momento nao recebi produto acho falta respeito cliente
neutral,ainda não recebi pedido
positive,parabéns responsabilidade agilidade transparência trabalham
positive,produto chegou dentro prazo produto fiel propaganda expectativa
negative,buscar produto irajá pois não aprovação chegar enderêço
negative,foto produto cores fortes bonitas produto recebido cores desbotadas
negative,não recebi pedido ate agora esperando nada d dias ainda atrasa francamente
positive,produto qualidade recebi antes prazo parabéns
negative,entregador correios grosseiro ficou berrando porta casa disse pessoalmente q não nem aí pq concursado fim produto chegou detonado nunca compro targaryen
positive,bateria fraca descarregar logo
neutral,ótimo produto recomendo
neutral,produto barulhento controle volume não referencia instruções produto
positive,ótimo produto excelente qualidade excelente preço
positive,perfume excelente uso desde anos marcante envolvente fixação longa homens atitude requintados mulheres adoram
positive,bom produto conforme anunciado recomendo
negative,produto ainda vai chegar
positive,deixou desejar entrega entregar não deu trabalho chamar apenas pegou papel colocou baixo porta buscar correio produto chegou certo
negative,vcs parar vender nao fraude
positive,produto ótimo veio tudo certinho bem antes prazo super recomendo d
negative,relógio não forma alguma unissex feminino chegou embalagem super danificada mal embalado descaso total
positive,produto veio perfeito estado funcinando adequadamente porém vem muitos app s memória interna veio cheia necessitando deletá los poder instalar deseja
positive,bom vendedor recomendo todos
positive,ótimo amei
neutral,unico problema comprei dois produtos identicos recebi apenas loja alega pedido sera enviado separado não bom mas alem disso nao reclamar
positive,tudo bem chegou ate antes prazo
neutral,prazo pouco estenso
neutral,recebido dentro acordado mas poderia rápido
positive,produto veio antes prazo bem embalado tudo conforme descrição
positive,tecido qualidade envio antes prazo
positive,produto bom mas faltam vídeos demonstração produtos
positive,relógio aparenta qualidade inferior relógios marca casio não veio manual português demonstra importado
negative,comprei produto emblolo descarga valvula hydra oriente parceiro marketin plaze targaryen recebi produto errado lugar veio conjunto manola pastilhas lugar produto comprei
positive,entrega rápido esperado
positive,produto maravilhoso contar cheiro bom recebi antes prazo
negative,recebi mp fone ouvido
neutral,boa noite ainda não recebi encomenda
positive,entrega super rápida
neutral,efetuei várias compras internet lannister confiável
positive,tudo simples rapido
positive,atendeu expectativas porém frete não veio discriminado nota fiscal preciso comprovante envio
negative,pedido não entregue prazo entrega não obedecido
negative,atrasado dias
negative,fiz solicitação devolução pois comprei película zenfone selfie veio zenfone
positive,mesma pouco pesada tranquila trabalhar
negative,tonner compativel instala ok impressora mas saiu falha comprei outro outra empresa saiu normal
positive,levou dias pra chegar chegou tudo certo nada quebrado
positive,loja cumpre corretamente vendas realiza recomendo loja
positive,vejo positivo vendedor bom produto entrga tempo combinado motivo simplesmente recomendo
positive,bom produto ótima qualidade entrega super rápida
positive,boa loja
positive,excelente eficácia venda produto chegou segurança bem protegido antes prazo entrega
negative,nao entregaram ainda
positive,produto entregue bem embalado chegou bem antes prazo indico todos
positive,aquecedor bom rápido bem preciso bem embalado prazo dias veio super recomendo
positive,adorei tapete otimo custo beneficio melhor imaginava
neutral,foto impressão pincel pó compacto volumoso
positive,bom cabo plástico poderia aço produto leve
negative,preciso entrar contato cliente informar qualquer mudança envio pedido
positive,tudo encomendado
neutral,aguardando entrega produto hj não recebi sendo ja passou prazo ja pago aguardo resposta
neutral,bons produtos
positive,entrega rápida adorei
positive,produto chegou antes inclusive prazo estipulado funciona perfeitamente bem recomendo
positive,infelizmente nesta compra não veio produto correto
positive,empresa alta qualidade
positive,entregou bem antes prazo
neutral,achei inox mas cromado não melhores mas preço serve
positive,execente
positive,produto embalagem
neutral,não posso avaliar não entregaram ainda
negative,esperando resposta parceiro loja lannister resposta porque ate agora so aborecendo espero final tudo dei certo obrigado
positive,bíblia bem embalada qualquer avaria produto certo descrito recomendo
positive,muto bom tudo
negative,fiz outras compras tudo certo porém nada
positive,produto acordo prometido
negative,insatisfeito compra porque ate agora não recebi nem nota fiscal enviada mim quase mês feita compra não recomendo
positive,entregue prazo bom
positive,produto chegou antes data prevista exatamente imaginado adorei luminárias recomendo compra deste produto pois lindas baratas
negative,ainda não recebi produto não consigo entrar contato niguem resolver
negative,não recebi produto não consigo rastrear site problema não rastrear
negative,usar bônus troca comprar produto verdade queria ter recebido produto havia comprado originalmente mas sempre lannister deu golpe black frid
positive,recomendo stark outras pessoas
negative,comprei duas luminárias amarela outra vermelha chegou amarela faltando entregar vermelha status pedido tá entregue não quero ficar prejuízo
positive,produto novo vem caixa recomendo
negative,comprei duas unidades apenas entregue
neutral,produto tamanho bom cor linda mas melhorar qualidade costura problema coloquei lençol ajustar colchão parte costura esgarçou menos cm
negative,venho somente produto
positive,recomendo sempre fico satisfeito compras baratheon
positive,recomendo tudo avaliaçao
positive,produto entregue bem antes prazo muita qualidade espelho espelho não adesivo deixa cara torta muitos outros deste tipo aí fiquei satisfeita
negative,gostaria saber fazer pois não entregue
negative,recebemos quatro cadeiras falta cadeira entregue conforme pedido
negative,produto menor quer mostra fotos
positive,adorei tapete felpudo bom acabamento
positive,achei tampa produto meio frágil resto parece boa
positive,bom produto chegou rápido
neutral,não enviaram nota fiscal
positive,ainda não testei produto mas experiência realizar compra boa não conheço nenhum ecommerce q forneça mesma experiência
neutral,cortina bonita mas parte veio medida m outra pouco menor
positive,ok presente primeira sobrinha
positive,chegou prazo qualidade
positive,somente problema entrega produto chegava residência não casa desencontro sugiro liguem antes entrega evitar desen contros
positive,parabenizo respeito consumidor cumprimento prazo entrega produto
positive,melhor loja
positive,produto chegou prazo acondicionado corretamente avarias divergência película dá diferença tela smartphone mm apróx pode comprometer proteção ok
positive,amei chegou prazo preços menor encontrei não gosto frete mas resto recomendo
positive,pendências resolvidas não gostei ficar escuro enquanto resolveram questão obrigado todos envolvidos
positive,sinceramente ainda não sei
positive,tdo certo
positive,tudo conforme combinado
positive,produto chegou bem antes prazo
positive,produto satisfatório
negative,produto não chegou não posso avaliar
positive,produto bonito chegou antes prazo
negative,não recebi produto não nenhum contato vendedor
positive,produto ótima qualidade entregue dentro prazo desejado
positive,chegou antes previsto filha amou
positive,protudo ta teste ainda
positive,veio tudo perfeito chegou antes prazo
positive,não quer arrepender gosta qualidade recomendo produto loja confiável produto chegou dentro prazo
positive,bolsas lindas prazo entrega mês antecedência super rápido aguardando outros produtos fornecedores diferentes mas espero cheguem logo
neutral,gostei produto não problemas
negative,recebi produto incorreto capa comprei couro mas recebi outro modelo plastico
positive,ótimo atendimento entrega antes prazo produto bom recomendo
neutral,comprei dois entregue
positive,bom produto gostei
positive,compraria novo
neutral,acho deveriam usar msm postagem entregas produtos iguais liberam etiquetas cobrar x frete ai recebi produto d outro dias
negative,recebi produto veio dobrado meio acredito efeito transporte acontece material produto pvc ruim modelar tirar dobra ficou
positive,indico chegou td certinho
negative,faltou cadeiras
positive,ótimo comprar especialmente informações recebidas constantemente mail
positive,satisfeita recomendo
negative,produto entregue totalmente diferente descrição site lannister descrição compatível produto entregue não havia nem comprado
positive,gostei entregue data estipulada
neutral,opções entrega deficiente certeza prefiriria transportadora correios
positive,bom nutre pesar chegou rápido
positive,chegou bem antes perfeitas condições
positive,produto ótimo veio bem acondicionado mas contratempo remessa lannister mo informaram mas loja parceira contatada mail duas vezes não respondeu caderno veio enfim
negative,único problema ter recebido produto errado nota fiscal veio escolhido toalha vermelha porém hora receberam abriram veio toalha creme marrom
negative,não recebi produto acionarei justiça comum caso lannister não resolva
neutral,entregaram antes prazo satisfeita loja
positive,ótima compra produto correto qualidade vendedora atenciosa recomendo
neutral,nao recebi capa travesseiro so veio capa colchao
positive,produto chegou bem antes prazo porém cadeiras embalagem aberta dois parafusos haviam perdido
positive,comprei dois produtos dia previstos dia chegou dia outro fiquei contente prazo entrega produtos q vieram acordo solicitado
negative,faz quase mês produto comprei nota fiscal emitida não muda status agora não recebi compra lamentável quero relógio
negative,produto baixa qualidade preço não gostei
positive,contente receber produtos creio loja séria tradicional espero funcione diz opth memory
positive,entrega rápida
neutral,realizei compra kit adipômetro sanny estadiômetro bolso cescorf porém recebi apenas adipômetro defeito rachadura parte trena kit adipômetro não chegou
positive,nâo sabia entrega domingos correio nem acontecia antes horas manhâ entrega
positive,otimo produdo recebi prazo bem antes prazo informaram nota
positive,produto conforme descrito prazo preço justos
neutral,deveriam diminuir prazo entrega pois perdem venda caso pessoa queira produto certa urgencia bem chegou bem antes prazo mas data possível assustadora
positive,bom entrega antes prazo esperado tudo certo achei cápsulas gel liquido resto tudo ok
negative,loja vende produto não estoque não dá resposta cliente loja estelionato nunca recebi produto resposta nenhuma nem reembolso
positive,recomendo produto porque achei bom
positive,sendo primeira vez compra gostei compra prazo entrega
positive,bom rápido ganhou cliente
negative,não recebi produto parou aparecer pedidos
negative,boa tarde achei demorou bastante chegar residência mas apesar demora satisfeita varal
negative,comprei presentear marido agora não recebi contato targaryen responsável entrega prazo resposta expirou agora nenhuma informação sobre entrega produto
positive,fiquei pouco triste achei cor coração verde conforme foto mas recebi coração cor rosa ver imagens ilustrativas
positive,boa esperava
positive,conforme sobrinho produto respondeu expectativas bom
positive,chegou prazo bem embalado jeito esperava recomendo
positive,bom entrega antes prazo
neutral,atrasou entrega
positive,valeu pena comprar chegou comprado antes data prevista recomendo precisar
positive,lindo fácil limpar ótimo custo benefício
positive,lindo entrega antes prazo
negative,utilizei apenas duas vezes luva simplesmente luva tá rasgando totalmente
positive,gostei recomendo
positive,recebi long dias após compra chegou perfeito estado ilustração idêntica imagem site material ótima qualidade tamanho perfeito recomendo
positive,produto boa qualidade entrega rápida bem antes prazo recomendo
positive,bom produto caro frete
positive,entrega super rápida produto qualidade
positive,produto bom chegou prazo certo
negative,nao recebi produto quero reebolso
positive,satisfeito produto comprado prazo entrega vendedor confiável
negative,ainda não entregue produto rádio portátil sony
negative,boa tarde produto demorou chegar enviassem via transportadora particular cumpririam prazo vez correios bagunça
positive,parabéns excelente produto entregue conforme combinado
positive,produto ótima qualidade elegância
positive,produto chegou pequeno atraso mas chegou bem embalado produto bom recomendo todos
negative,não gruda
positive,chegou antes prazo veio perfeito obrigada
positive,excelente produto entrega super agil
positive,recebi produto tempo certo boas condições
positive,recebi produto bem antes data prevista
neutral,devolvendo produto cor destoa ambiente colocado
positive,recebi produto antes prazo entrega produto entregue segurança bem embalado perfeito estado
positive,ótimo produto conforme anúncio
neutral,não recebi ainda produto comprado
negative,nunca recomendaria site alguém pois achei falta respeito falta vcs não estregaram produto nem quer deram satisfação porcaria site nunca vou comprar dia ganho bebe
positive,entrega antes prazo indicado
positive,loja respeita datas entrega especial respeita clientes
positive,entregou bem antes prazo tudo certinho
positive,entregue antes prazo melhor esperado
negative,não gostei quero trocar
positive,produto chegou antes prazo previsto bem embalado nenhum problema
negative,faltaram algumas pequenas peças muitas peças enviadas qualidade duvidosa não recomendaria ninguém comprar bicicletas internet antes conhecer vendedor
negative,loja merda dia espera mochila ate agora nada comprei celular levo meses chega voce nao saber atende bem quero mochila ass alan correa barcelos
positive,super bonita veste direitinho box recomendo
negative,realizei compras nesse site nunca demorou tanto entregarem produto
positive,bom entrega rápida
negative,ainda aguardando produto
neutral,garrafa pequena não acredito litros conforme mencionada embalagem anúncio não recomendo compra produto
positive,parabéns eficácia entrega qualidade produto
positive,confiável entrega prazo
negative,boa relação custo beneficio porem qualidade não tão boa
positive,produto entregue perfeito estado bem embalado dentro prazo estipulado super indico
positive,pano não mto bom
positive,recomendo todos podem comprar nota
neutral,não chegou ainda
negative,recebi produto diferente anunciado
positive,achei ótimo demorar dias chegou dias pedido aprovado ainda não testei mas dizem maravilhoso
positive,boa top
positive,recebi produto antes prazo recomendo todos comprar dessa loja
positive,recebi produto combinado dentro prazo
negative,produto todo lambuzado dentro caixa
positive,recebi produto antes previsto td ordem recomendo
positive,produto bom entrega rápida recomendo voltarei comprar
positive,entregou prazo certo obrigado
positive,tapete lindo não solta pêlo antiderrapante
negative,dor cabeça pegar produto pos transportadora repassou correios não protocolo correios saber aond local retirar
positive,entregue antes prazo excelente
positive,gostei bastante produto loja profissional mandou bem embalado gostei bastante parabéns
positive,super rapido
negative,achei frete caro demorou p chegar queria ter entregue diados pais chegou terça dia
