sentimento,comentarios
positive,ótimo produto vale cada centavo
negative,muito rui eles nao ciporta com o criente
positive,não veio a nota fiscal
positive,boa qualidade do material e da impressão demora na entrega
positive,deu tudo certo
positive,vocês tem que reclamar com os correios devido a demora não é possível já se passaram dias além do prazo segunda feira irá completar fico no aguardo da reclamação dos correios agradeço atenção
negative,o produto demorou a ser enviado quando foi a encomenda extraviou era pra presente
negative,pessima loja passou do prazo não consigo falar com ninguém
positive,fiz uma compra para xá ultra mas feio outra ficou apertada
positive,produto muito bom só o frete que é muito caro
positive,lindo e adequado a idade do meu pequeno que tem anos
negative,produto nao entregue ainda e eles nao me respondem
positive,normal
positive,é muito bom comprar com lannister pela pontualidades de vcs
positive,parabéns
negative,não chegou meu produto ate hoje estou espera do esplicaçao porque que nao foi entreque
negative,falta de educação além de não enviar em sequer deram satisfação não recomendo a loja despreparada
positive,bom produto e lannister como sempre entregando antes do prazo recomendo
positive,inclusive recebi bem antes do prazo de entrega
negative,comprei unidades é só chegou uma
negative,produto nao entregue
positive,produtos são sempre entregues antes do prazo e sempre intactos o que é mais importante
positive,tudo certo dentro do prazo exatamente o que foi comprado
positive,obrigada ficou linda
negative,ainda não recebi o produto não tenho opinião sobre ele demora na entrada
negative,recebi a nota fiscal sem o meu produto o status da entrega diz que já foi entregue mas me entregaram apenas a nota fiscal
negative,recebi o produto com defeito uns dos lados do fone não funcionam
positive,recebi dentro do prazo mas achei o prazo muito longo
negative,gostaria de receber meu produto que segundo o correios o carteiro não foi recebido a inconsistência dessa afirmação é que estive presente e alerta em casa esse tempo todo
negative,ainda aguardando o envio do produto
negative,entrega prometida dia não havia recebido ainda
neutral,relógio bem bonito
positive,ótimo produto mas foi muito mal embalado sem proteção entre a fita adesiva e o capacete até agora não consegui tirar toda a cola grudada nele
negative,o vendedor não entregou o produto pedi à lannister que fizesse as devidas cobranças
positive,produto solicitado e entrega antes do prazo excelente qualidade
positive,a entrega aconteceu dois dias após a compra o detalhe que a empresa era da mesma cidade que a minha desta forma achei exagerado a cobrança do valor do frete pois a parceira fica km da minha casa
positive,comprei uma escova glosss da fox mas ainda não usei mas chegou bem antes do final do prazo muito satisfeita
positive,o produto é ótimo a entrega foi antes do prazo estou muito satisfeita
positive,excelente produto chegou muito antes do prazo veio com pilha porém não funcionava
negative,xxxc
positive,única coisa ruim e q tive q buscar nos correios
negative,preciso de um parecer do meu produto e da minha entrega o mais breve possivel
positive,acho que para ficar mais vantajoso poderiam avaliar o frete
neutral,então entendo que o produto é chinês mais veio com vários defeitos tipo riscos na pulseira mancha preta só que não tenho tempo pra ficar trocando obrigado
positive,chegou uma semana antes do prometido
positive,muito bom estou satisfeito com o produto é com a entrega bem antes do prazo estão todos de parabéns
positive,ótimo produto entrega rápida
positive,o produto foi entregue em dias úteis
positive,cumpriu o prometido
positive,relógio muito bom botões visualização mas a pulseira deixa a desejar marca muito no braço e chega a incomodar tirando isso relogio muito bom
negative,a capinha veio completamente danificada e rasurada com os cantos rasgados e toda defeituosa a película não encaixou corretamente na tela ficou menor os dois produtos horríveis
positive,tudo ótimo foi entregue antes do prazo grata
positive,muito bonito e de boa qualidade
positive,ótima compra entrega rápida priduto de qualidade
positive,ótimos uma pena ter frete mas estou muito satisfeita
negative,recebi antes do prazo porém não é como na foto é bonito mas bem leve e fino nao lavei para saber como fica
neutral,comprei carnibol foi entregue apenas na nota fiscal disse que sao embalados separados e podem chegar separados ainda estou esperando
negative,até agora não recebi o produto quando efetuei a compra o prazo era até dia ai mudaram para dia mesmo assim ainda não recebi o produto
positive,gostei mt da entrega chegou dias antes
positive,obrigado pela pontual entrega
positive,produto chegou rápido e bem embalado
neutral,tive problema com algumas peças e estou aguardando reparo da loja
negative,ja pedi devolucao nao gostei do produto veio com a caixa do brinquedo com um rasgo como se algurm ja tivesse aberto ela a cartela de adesivo veio sem adesivo as cores nao foram legais
positive,produto exatamente como anunciado
negative,recomendo as lannister mas o parceiro é péssimo enviou pelos correios que costuma não verificar nada e encaminhar para a sede sem tentar entregar ainda mais nessa época do ano
positive,adoro comprar na loja ou site chega td super rápido e direitinho
negative,quando irá ser entregue
positive,adorei o produto super recomendo
positive,recebi não sei se é o produto certo pois ainda não abri a embalagem estamos em obra e o pacote só vai ser aberto no momento certo pra não danificar
neutral,o produto foi entregue dentro do prazo entretanto não veio na embalagem original veio dentro de um saco plástico bem simples
negative,material frágil não fiquei satisfeita achei q fosse melhor
negative,faz dias da minha compra e até o momento não recebi o meu produto
positive,esse item recebi no prazo lacrado e certinho o item balança de vidro veio totalmente quebrado estou tentando reclamar via site mas só dá erros
positive,muito bom vou comprar mais
positive,produto chegou antes do prazo de entrega e o notebook é bem bonito
positive,estou satisfeita com a compra entregue antes do prazo só agradeço
positive,vendedor cumpriu o que estava no anúncio óculos atende o esperado
negative,produto de péssima qualidade
positive,a loja superou as expectativas e entregou o produto nos primeiros dias muito antes do final do prazo rápido e eficiente
negative,comprei para adaptar um aspirador de pó veicular v em uma tomada elétrica v mas o aspirador não funciona
positive,entrega correta
neutral,o produto veio certo mas o produto veio com a pintura desgastada em vários lugares
positive,foi entregue dentro do prazo
negative,quando fui colocar a lâmpada quebrou o parafuso dai colei
negative,a cuba veio quebrada como efetuo barroca
positive,entrega rápida e produto perfeito
positive,fiquei muito feliz pela compra atendimento e a entrega q foi bem antes do previsto tanto q no mesmo dia incentivei minha mãe tbm comprar com vcs estão de parabéns ganharam fiéis clientes
positive,compromisso e respeito para com os clientes
positive,estou adorando o site
negative,faz mais de dias que fiz uma compra e nada do produto chegar mas receber que é bom eles receberam agora tenho que correr atrás de empresa é o fim mesmo viu
negative,de acordo com meus pedidos ainda não recebi as toalhas de jogo de banho florença bordado peças algodão branco recebi apenas kit jogo de cama florença queen com toalhas de banho peças
positive,parabéns td certinho
negative,comprei araras para roupas e foram entregues apenas
negative,não recomendaria pois fiz minha compra efetuei o pagamento e após alguns dias recebi um email que os parceiros não entregariam na minha região
neutral,produto extremamente barato e ótimo para quebrar o galho para não ter perigos de estragos no celular porém somente para isso pois a qualidade do produto é baixa e a película veio estragada
positive,os produtos da baratheon são exelente parabens
positive,como sempre recebido no prazo produto lindo ultra satisfeita
positive,foram atenciosos e a entrega super rápida
neutral,o produto não atendia as minhas necessidades pedi cancelamento e mesmo assim o produto veio obrigando me a ficar com ele mas tudo bem
positive,o prazo solicitado é um pouco maior que o padrão mas chegou certinho dentro desse prazo o preço ótimo produtos originais excelentes compensou recomendo e vou comprar novamente
positive,é sempre o prazer comprar na as lannister
neutral,fiz uma compra só o produto foi faturado junto saiu na mesma nota quando chegou veio só um com a nota com os acabei reclamando e depois de dia chegou o outro relógio produto igual ao anúncio
positive,o bolso externo de zíper é ideal para moedas
positive,entregou dentro do esperado sem burocracia o site para comprar aprovo
positive,bonito maçio e confortavel vale a pena
positive,recebido dentro do prazo
positive,produto atendeu minhas expectativas
positive,tintas originais bem embaladas e entregue bem antes do prazo indico a loja principalmente pelo preço do kit das tintas ecotank t
negative,fiz a compra do produto pelo site lannister além de não ter recebido o produto o mesmo foi cancelado e não fui ressarcida do pagamento do mesmo irei fazer uma reclamacao no reclame aqui
positive,produto muito bom com acabamento perfeito e muito confortável vendedor muito bom com entrega feita no prazo e com o produto conforme pedido
positive,comprei várias vezes na americana fui bem atendido
neutral,me enviaram um produto porém não foi o que pedi pedi um termômetro rosa da linha icolor porém não me entregaram o que pedi
positive,gostei pois chegou antes do prazo determinado
positive,a entrega foi adequada porém a caixa de papelão estava violada parecendo que tentaram abrir
negative,ruim
positive,tudo dentro do combinado e do prazo
positive,linda recebi bem antes do prazo
neutral,o produto não foi entregue na minha residencia precisei retira lo nos correios
positive,produto entregue dentro do prazo e a qualidade do produto parece muito boa
negative,olha meu produto veio com defeito ai mandei para garantia e a garantia veio com defeito tambem
negative,cancelei a compra dessa lanterna
positive,produto bom entregue antes do prazo
negative,ainda não recebi o meu produto quando vão me entregar ou meu dinheiro de volta
positive,já sou cliente do baratheon ha muitos anos e já comprei muito produtos e como sempre este último produto me foi entregue até antes do prazo previsto e chegou corretamente conforme solicitei
positive,chegou antes do previsto muito obrigado
positive,sempre apaixonada pelas parceiras das lojas lannister
positive,ótimo produto linda a chaleira cor muito linda
negative,o produto não entregue mandei mensagem sobre providências e ninguém me responde solicitei cancelamento e até agora sem resposta
positive,chegou antes do prazo mas a embalagem de entregar era uma caixa de sapato infantil mas enfim vieram todos os produtos certinhos
positive,produto de boa qualidade
negative,compra realizada dia e hoje pruduto nao entregue
positive,profissionais
negative,eu gostaria de saber se esta mercadoria está nos correios ou se vou receber ainda pois o mesmo já foi pago e o prazo de entrega já passou oque eu tenho que fazer para que para obter o produto
negative,recebi dentro do prazo porém não gostei do acabamento da cortina
negative,solicitei e paguei por dois filtros e só recebi um
positive,obrigado
positive,produto de otima qualidade e entregue dentro do prazo muita satisfesta coma compra
positive,gostei muito bom
negative,infelizmente o produto não chegou dentro do prazo estabelecido
positive,produto lindo chegou antes do previsto amei recomendo
positive,entrega correta e antes do prazo combinado recomendo
positive,produto bom de acordo com a descrição
positive,produto muito bom facil manuseio e cumpre oque promete
positive,satisfito
positive,a pasta é exatamente como esperava apesar de nao haver fotos da parte interna há espaço pra vários objetos de desenho esquadros compasso régua lapiseiras etc gostei muito recomendo
positive,confiabilidade com informações corretas e prestezas nas entregas
negative,ainda nao recebi o produto
negative,não recebi o produto alegaram problemas fiquei sem entender
negative,a tempos sou cliente desta loja sempre satisfeita cm minhas compras
negative,o que me incomoda nessa compra é a demora na entrega do produto sou cliente lannister a muito tempo e sempre satisfeita com a compra mas infelizmente as últimas compras não recebi
positive,não recebi o celular ainda mas a capinha é o que imaginei
positive,atendeu minhas expectativas chegou antes do prazo tecido lindo e de boa qualidade amei
positive,recomendo chegou dentro do prazo e em excelentes condições
negative,recebi o relógio com marca de queda porém funcionando
negative,recebi o produto porém o tamanho não foi o adequado
negative,produto entregue no prazo com qualidade
positive,muito satisfeita
positive,ótimo brinquedo
positive,perfeito chegou antes do prazo de entrega e o produto e lindo
positive,adoreei recomendo
negative,comprei torres chegaram e nao chegaram juntas chegou em um dia e no outro e ainda falta uma
positive,atendeu as expectativas demorou um pouco
positive,boa compra chegou no prazo tudo certinho recomendo
positive,comprei produtos no pedido xxxx para um dos produtos a cadeira o processo transcorreu super bem porém o outro produto até agora só informa que está com atraso no envio
positive,produto com cheiro agrádavel aguardando o resultado
positive,estou muito feliz com o produto
negative,foi enviado cartucho incompatível com minha impressora
positive,rapidez na entrega
negative,fiz meu pedido na cor vermelha porém vocês me mandaram o rosa sem o meu consentimento atitude desrespeitosa não sou obrigada a ficar com um produto errado no qual eu não pedi
positive,produto de boa qualidade um tamanho bom pra transporta para qualquer lugar adorei recomendo
positive,adorei os produtos teve coisas entregues até antes da data prevista
positive,gostei do produto chegou antes do prazo definido excelentes condições
positive,o produto chegou muito antes do que eu esperava três dias exatamente da data da compra ate a chegada do produto
positive,entrega certa e rapida
positive,adorei a cortina muito linda
positive,a entrega foi feita antes do prazo tudo em perfeito estado
positive,recebi antes da data muito bom estou super feliz
negative,me venderam algo que não tem na loja e continua constando como se tivesse produto em estoque
positive,só assim a coisa vai pra frente fazendo a coisa correta parabéns
positive,recebi tudo certo recomendo a loja
positive,chegou muito rápido e bem embalado o que dificulta que o produto fique danificado
negative,produto com defeito furado desejo devolução do dinheiro
negative,o carteiro nao entregou o produto informando que não havia ninguém na residência para recebê lo o que não é verdade tive que ir retirar o produto pessoalmente e ainda fui mal atendido no correio
positive,regular
positive,minha filha amou muito ele super feliz
positive,eu recomendo a compra fiquei satisfeito
positive,parabéns pela pontualidade
positive,gostei muito mas achei caro achei que viesse mais peças
neutral,ainda está dentro do prazo de entrega
negative,relogio muito feio nada haver com a foto nao recomendo parece relogio de brinquedo aff joguei dinheiro fora
negative,o produto que comprei chegou quebrado e as pilhas totalmente amassadas
positive,ótimo produto entrega rapida super satisfeito
positive,adorei super indico
negative,produto não funciona bem
positive,gostei muito obrigado
negative,o produto não foi entregue completamente faltou o principal mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm
positive,produto chegou corretamente e sem complicações design elegante e discreto obs possui um leve relevo no vidro uma espécie de pirâmide octogonal muito bonito
negative,a bomba nao chegou na minha residencia so veio a luminaria
negative,embalagem diferente da vista fragancia duvidosa
positive,produto de ótima qualidade chegou antes do prazo previsto
negative,produto com defeito
positive,facilidade de compra e pronta entrega
positive,o produto é maravilhoso recebi tudo direitinho só achei demorar um pouco a entrega
positive,linda a mesa
positive,muito bom
positive,adorei funciona bem imagem boa
positive,compraria novamente nesta loja pois a mesma entrega no prazo
positive,ótimo produto nota do jeito que eu queria fiquei muito satisfeito tá de parabéns o baratheon entregou antes do prazo valeu
positive,excelente satisfação
neutral,produto bonito no entanto a parte musical não funciona direito
negative,ainda nao recebi o produto apesar de ja ter passado do tempo previsto de entrega
positive,muito boa adorei o produto
positive,o produto entregue pela targaryen foi entregue antes do programado ainda não recebi o outro produto vamos aguardar para concluir a avaliação
negative,so acho que esta demorando muito
positive,já uso está marca de travesseiro há uns anos adoro altura ideal macio e confortável
positive,adorei o produto e as cores parabéns a loja
positive,produto conforme anunciado entrega super rápida
negative,produto fragil estrutura toda de plastico ressecado desconfortavel não recomendo o produto mas vale ressaltar o ótimo atendimento da lannister e rapidez na entrega
positive,a empresa targaryen deixou a desejar com o envio do produto na cor errada
positive,recomendo este produto
positive,a qualidade do produto é boa porém alguns furos do fundo do recipiente precisam ser reabertos com um palito
positive,gostei comprarei outras vezes
neutral,entregue no prazo
negative,eu comprei no site da americana e pensei que a entrega seria feita igual foi da minha compra anterior hot wheels mas foi um engano vão os senhores olhar o dia de despacho e verifiquem a data de hj
positive,foi tudo correto acompanhamento da entrega servico eficiente
neutral,entrega muito demorada e ainda houve atraso
negative,produto da china quebrou no primeiro uso não recomendo e não compraria novamente
positive,tudo certo conforme combinado
negative,mercadoria de pessima qualidade não tem nada a ver com a foto não indico
positive,parabéns
positive,como sempre prestando um excelente trabalho e surpreendo cm a rapidez na entrega
negative,comprei dois itens e a loja enviou apenas estou no aguardo do produto ou a devolução do dinheiro
positive,essa empresa está de parabéns o produto que comprei foi do jeito que esperava
positive,chegou antes do prazo determinado pela loja
positive,super recomendo
positive,adoro comprar nas lannister
positive,muito bom o produto
neutral,sobre a qualidade e eficiência do produto no momento não posso comentar visto sem previsão para uso simplesmente comprei casa seja necessário
positive,prestação do serviço adquirido executada perfeitamente dentro do prazo e atendendo aos plenamente ao direito do consumidor super recomendo
positive,ok
negative,entrega super rápida os produtos são bons porém vem todos iguais achei disnecessario vou ficar com muitos pincéis sem usar pelo fato de serem iguais
positive,produto entregue antes do prazo e veio o que anunciaram
positive,compraria novamentw
positive,produto de ótima qualidade com cores vivas e bem recortado deu um pouco de trabalho pra colocar devido à falta de experiência mas o resultado foi surpreendente
positive,eu recomendo
positive,fiquei satisfeita
positive,não esperava tanto daquilo que eu tinha vista na loja estou muito satisfeito
positive,chegou de acordo com o que foi pedido
negative,comprei duas toalhas e recebi apenas uma
negative,a entrega não foi realizada até o momento
neutral,bom amei que era móvel mas gostei
neutral,me estressei um pouco pois o vendedor não me deu retorno em relação a compra não recebi notificação do andamento do processo porém o produto chegou é original é o material é bom
positive,rápido bom preço e item correto
negative,a venda não se encerra no ato do pagamento após este momento não temos mais nenhum contato po parte da loja é como se o cliente não existisse
positive,otima loja
neutral,muito bom produto eu gostei
positive,não tenho do que reclamar só gostaria que ligassem antes para avisar que estaria vindo entregar o produto pois chegou bem na hora que eu estava saindo de casa
negative,meu produto estava previsto para entrega em junho porém houve antecipação sem avisos do site e nem do correios por fim tive q buscar meu produto isso pq paguei o frete
neutral,tinha cancelado mas por chegar antes do prazo acabei ficando com o produto
negative,pessima loja vende e depois n tem estoque
negative,paguei e não recebi quero meu dinheiro de volta lannister
neutral,a película ficou bem menor que a tela do celular
negative,não sei se não vi mas o produto que chegou não me pareceu novo sem manual enfim na hora da compra não verifiquei pq sempre compro nessa loja e é coisa nova nem sabia q vendiam coisas usadas
negative,um mês que fiz a compra e estou pagando por uma coisa que nao tenho absurdo
positive,o produto chegou com bastante antescedencia e fiquei muito feliz por isso obrigada
neutral,produto chegou no prazo mas com defeito estou pedindo troca ou reembolso
positive,o produto chegou bem embalado e antes do prazo gostei muito do vendedor
neutral,comprei duas peças só recebi uma tudo bem que é de empresas diferentes mas acho complicado pois são peças para finalizar o enxoval de uma noiva
positive,produto de ótima qualidade entretanto no site tal produto parecia ser mais peludo contudo loja e produtos recomendados
negative,muita demora
negative,aguardando entrega
negative,ate agora comprei o transformador de voltagem btu nao recebi liguei pra americana a atendente me falou q ia liga pra transportadora e mr retorno em dois dias ja se passaram o prazo
negative,quero uma resposta só apenas isso
negative,nao recebi o produto ainda
negative,comprei um walk talk e recebi uma baba eletrônica não consigo contato para efetuar a troca peço por favor que seja enviado o produto adquirido
neutral,eu gostei porém ñ funciona acho que está com defeito pedi então a devolução
positive,era o que eu esperava bonita facil instalação
positive,produto correto recebi dentro do prazo satisfeito
positive,tudo correto e antes do prazo de entrega
positive,eu ainda não pois os cabides não chegou assim que usar vou tomar aqui pra avaliar
negative,adega veio quebrada e fornecedor não retornou contato tive que cancelar o pedido
negative,nunca mais compro no lannister
positive,estranho porque foi entregue de em
negative,compramos uma torneira para o banheiro torneira cascata e é uma peça muito delicada de vidro ela veio com um trincado no círculo fiquei muito chateado pois não é uma peça cara c defeito
positive,recebi produto bm antes do prazo só que não veio da cor que pedi
positive,produto de boa qualidade
neutral,ainda não recebi
positive,entrega dias antes do previsto produto em estado perfeito
positive,sem palavras surpreendente
positive,o produto chegou em menos de uma semana vários dias antes do previsto e muito bem acomodado no pacote o produto é excelente estou muito satisfeito e voltaria a comprar com certeza
positive,produto entregue no prazo
positive,recebi o pedido em menos de uma semana só que comprei com as medidas erradas e quero devolver o produto dentro do prazo do direito do consumidor e não estou conseguindo
positive,excelente serviço e os produtos foram exatamente o que eu esperava
negative,veio faltando componentes de montagem precisei comprar outra carneira veio com vários defeitos
positive,nota chegou no prazo e do jeitinho que estava no site
neutral,atrasou más recebi
positive,maravilhoso
positive,satisfeita com minha compra
neutral,eu só acho que deveria ter data certa para entrega do produto não ficar esperando dias para receber o produto ex o meu produto chegou dia de março mas a informação era até o dia de março
negative,eu comprei o produto porém o vendedor não tinha o mesmo em estoque absurdo
positive,chegou bem antes do prazo ótimo produto recomendo a todos
positive,oiiii muito bom recomendo só tenho a agradecer a equipe venho ate antes do prazo to esperando so mais um dos pedidos
positive,parabéns pelo atendimento um abraço enedina
negative,não recebi nada
positive,amei o produto chegou antes do prazo parabéns baratheon
negative,boa tarde comprei tres produtos so chegou dois por isso nao tem como eu responder que meu produto chegou por favor resolvam isso
positive,fui muito bem atendida estou satisfeita
negative,o produto chegou diferente do comprado
neutral,produto muito ruim peças minúsculas e frágeis produto muito inferior horrível
neutral,a capa entra justa no console
positive,muito prático para apartamento e visual elegante
positive,eu recomendo rápido prático muito bom
positive,exelente loja
negative,entrega nao foi feita e tive grande dificuldade para obter uma explicavao e tentar resolver ate agora ainda nao esta resolvido
neutral,o produto foi entregue no prazo ainda não posso avaliar a qualidade do produto por não usei ainda
positive,chegou no prazo e em ótimas condições parabéns
negative,outro produto foi entregue no lugar
positive,preço justo qualidade ótima recomendo
positive,tudo certo como sempre
positive,fiquei muito satisfeito com a compra o produto chegou antes do prazo previsto por se tratar de um material eletrônico ainda irei testar seu funcionamento mas penso que está tudo ok
positive,excelente loja
neutral,o produto é bom
positive,estou satisifeito com as compras feitas pelo site
positive,mesmo sendo em periodo de fim de ano achei muito rapido o atendimento obrigado
negative,não recebi as caixas apenas estão faltando caixas de lápis de cor
positive,recebi o produto antes da data
positive,serviço rápido e eficiente
negative,estou aguardando meu produto até hoje paguei o valor do frete exigido
positive,comprei aqui em são paulo para presentear em outro estado fiquei super preocupada porq a minha irmã vai ganhar bb agora no fim do mês e a loja me deu o prazo ate dia mesmo assim arrisque
positive,excelente parceiro o stark tem lindo o produto muito bem embalado e sem nenhum defeito recomendo a loja
positive,entrega rápida produto como descrito no anúncio
positive,recomendo chegou muito antes do prazo
positive,fiquei satisfeita com a entrega bem antes do prazo agora o produto tecido não surpreendeu deixou a desejar mas não é de todo ruim descartável mas por hora aproveitável
negative,comprei memórias só recebi
positive,recomendo a empresa pela celeridade embalagem e excelente atendimento lhes desejo sucesso e bons negócios
negative,até agora não recebi o produto e não fui informada sobre a chegada dele
positive,fiquei muito satisfeito com o produto do jeito que eu estava querendo e com entrega bem rápida
positive,maravilhoso faz um pouquinho de barulho mas faz bastante fumaça
positive,comprei num dia e no outro já recebi o produto recomendo
positive,o produto chegou rápido
negative,não gostei do produto mas a logística foi boa
negative,comprei unidades conforme o pedido chegou uma unidade a preço de unidades conforme a nota fiscal ou seja comprei lonas de esteira e recebi só uma no site tava cada unidade comprei duas
positive,a única queixa é que não tive atualizações do status do produto gostaria de saber melhor as fases até ele ser entregue pra eu poder estar esperando fora isso tudo certo
positive,gostei da loja da qualidade do produto da entrega porém apesar de constar na descrição o tamanho do notebook o meu não coube a pasta ficou pequena e não fechou
positive,quero o cartão de crédito das lojas lannister minha satisfação é plena
positive,produto de ótima qualidade e entrega rápida recomendo
positive,produto entregue no prazo sem reclamação
negative,após longa espera recebi produto errado cor diferente com marcas de manuseio parecendo produto usado embalagem sem lacre e amassada marketplace juntos na venda ausentes no problema
positive,recomendo minha filha de quatro patas possui pelos longos e esse bebedouro foi ótimo para ela super recomendo
positive,pra variar foi uma ótima compra super recomendo
neutral,chegou antes do prazo produto correto adorei
positive,super recomendo a loja chegou antes do prazo dado que vocês continuem assim estou super satisfeita
positive,recebi antes do prazo de entrega muito bom
negative,meu produto ainda não chegou
negative,eram mais de um item e até agora só chegou a panela de pressão estou habituada a comprar nas lojas lannister e tenho esperança de receber o que paguei kit vitrificador de plástico e revelador de
positive,recomendo tudo certo
positive,não era o tecido que imaginei mas mesmo assim é bem feita gostei
positive,chegou certinho só q demorou um bom tempinho pra chegar mas o produto é lindo de qualidade super recomendo
neutral,não recebi em casa tive que busca nos correios e veio com a cor diferente da que eu pedi
positive,produto conforme o anunciado
negative,comprei remedios e me entregaram apenas o preciso dos remedios
positive,produto muito bom vale muito a pena tecido otimo entrega no prazo
positive,agradeco atencao
positive,produto de baixa qualidade se dependesse de mim esse produto sairia da grade de ofertas
positive,produto excelente bom bonito gostei muito atendeu as minhas expectativas fiz o teste pra saber sobre prova dagua tudo ok eu recomendo nota mil
positive,produto entregue dentro do prazo estabelecido e de ótima qualidade cumprindo os requisitos especificados no anúncio
positive,parabens entrega otima
negative,o produto veio repleto de avarias e as peças não se encaixam devidamente o que foi constatado por montador profissional a qualidade também não é a indicada lastimável
positive,eu recebi o produto dentro do prazo gostei muito é de ótima qualidade já estou usando
positive,chegou antes do prazo e recomendo a todos
negative,não veio o produto certo quero devolver o mesmo e quero meu dinheiro de volta
positive,chegou antes do prazo e embalado corretamente
positive,lannister essa loja e muito boa recomendo
negative,não receci todas as peças compradas somente metade das peças compradas
positive,chegou bem antes do prazo dado e o produto é excelente eu recomendo
positive,mto bom recomendo recebi dentro do prazo
negative,legal
negative,bom produto
negative,eu achei que era o tubo e quando chegou parecia um coco de pássaro não gostei de verdade
negative,até agora não recebi o que comprei nunca passei tanto tempo para receber um produto comprado no site das lannister
positive,recebi meu livro em perfeitas condições e no prazo recomento a loja
positive,recebi o produto no prazo fiquei muito satisfeito
positive,nao tive problemas na entrega nota
positive,sempre satisfatoria as compras deste site
negative,não recebi o produto até dia de abril de
positive,super recomendo entrega rápida produto ótimo
positive,ótimo produto recebido dentro do prazo recomendo a todos
positive,quanto a entrega foi muito antes do prazo agora falta saber a qualidade do produto
negative,não entregou o produto e nem deu satisfação
negative,estou há mais de dias para devolver este produto solicitação que fiz no dia seguinte ao recebimento por notar que havia pedido produto errado já fiz duas solicitações de devoluçao e nada até hoje
positive,meu produto chegou no prazo certo e no pedido certo obrigado por tudo
positive,foi entregue antes do previsto gerando ainda mais a minha satisfação não tive problema ou dano algum com a entrega recomendo
positive,produto entregue e sem danos e de excelente qualidade
positive,são lindas práticas e fáceis de lavar adorei
negative,até a presente data não recebi minha compra exijo uma solução urgente
positive,ótimo pra limpar a casa e da brilho e muito bom deixa o chão limpo e perfuma e brilhoso muito bom eu recomendo para as dona de casa e acaba a faxina mais rápido
positive,perfeito super indico
positive,foi entregue no prazo e muito bem protegido na embalagem
negative,prefiro nem comentários
positive,excelente adorei perfeito muito bom gostei muito obrigado
positive,tudo bem produto chegou é o que eu esperava
negative,não recebi meu produto ainda
positive,entraga rapida minha mãe adorou o presente
neutral,faltou um produto a compra foi dois e entregaram somente um
negative,comprei três produtos na targaryen e não recebi nenhum todos através das lojas lannister
positive,chegou ates do previsto e o produto e de boa qualidade eu amei minha netinha vai adorar
negative,o prato giratório que eu pedi foi na cor off white e me enviaram o transparente
positive,entrega muito antes do prazo sempre dou os parabéns a lannister produto conforme o anúncio
positive,excelente compra entrega realizada antes do previsto
positive,o produto atendeu a minha expectativa e me surpreendeu com brindes pois recebi vários chaveiros do flamengo
positive,atingiu minha espectativa
neutral,podia ser utilizado apenas uma embalagem
neutral,demorou demais pra entregar
neutral,a foto do produto é jogo de tapete com tunel porém o enviado não foi com tunel
positive,amo os produtos mas precisava baixar os valores de frete muito caros
positive,produto de ótima qualidade veio antes do prazo
negative,não recebi meu pedido estou sem a encomenda e sem esclarecimentos
negative,o produto veio com várias partes quebradas dentro da caixa
positive,muito bom o produto e rapida entrega super recomendo
positive,produto excelente embalagem muito boa prazo perfeito recomendo a todos
positive,as três empresadas associadas da targaryen estão de parabéns entregaram os produtos bem antes do prazo e já estou degustando um cafezinho moído na hora preparado na prensa francesa
positive,gostei muitoa película protege e não prejudica nada na sensibilidade do touch
negative,recebi o produto com atraso recebi somente apos reclamar não veio o laudo da cadeira conforme a nr especificado no produto não veio o manual com instrução para montagem e a base pé veio com risco
neutral,produto não era o mesmo da foto embora com características funcionais semelhantes
positive,recebi sem problemas
positive,ótimo produto entrega muito antes do prazo super recomendo a loja
negative,estou aguardando o envio do manual do produto comprado
positive,produto veio direitinho bem embalado e chegou antes do prazo estou muito satisfeita
negative,deveria ter um certo tipo de cuidados com as emtregas e saber se receb i ou nao
positive,recomendaria pela entrega feita prazo mas a anterior a essa que comprei a fidget spinner morcego do batman preto veio com as roldaninhas enferrujadas e logo que abrimos a caixinha soltou a peça
negative,comprei dois produtos no mesmo dia de fornecedores lojas diferentes a saraiva me entregou antes do prazo a targaryen não compriu o prazo para entrega que era dia ainda estou aguardando
positive,gostei cumpriu o que prometeu
positive,muito bom produto entrega rapido
positive,como foram dois produtos ainda estou no aguardo do segundo item mesa de centro mas o puf já chegou e em perfeito estado
positive,fornecedor responsável produto bem embalado entrega rápida faz jus a uma boa recomendação
positive,foi tudo recebido perfeitamente
negative,produto não é original e não era isso que tinha no anúncio quero devolver o produto e o estorno do pagamento
positive,cumpre com oque promete
negative,zero responsabilidade
negative,a frequência do produto está incompatível com a rede elétrica brasileira e não foi mostrado na descrição do produto antes de ser comprado
positive,amei comprar nas lojas lannister fácil de comprar pelo aplicativo e pode acompanhar o rastreamento espero comprar mais vezes
negative,comprei e não recebi sem nenhuma notícia até o momento
positive,atendeu super bem todas as expectativas são bem afiadas e veio em um estojo preto bem organizado e bonito
negative,produto chegou quebrado e não consigo realizar a troca pelo site
positive,veio certinho e no prazo
positive,gostei muito da agilidade na entrega é na qualidade do produto
