sentimento,comentarios
positive,"['sup', 'prátic', 'fácil', 'de', 'limp', 'e', 'ocup', 'pouc', 'espac', 'recom', 'a', 'tod']"
negative,"['entreg', 'em', 'atras']"
negative,"['péssim', 'qualidad', 'estar', 'devolv', 'o', 'produt']"
negative,"['compr', 'vári', 'produt', 'pel', 'amazon', 'com', 'no', 'mesm', 'dia', 'soment', 'dois', 'nã', 'for', 'entregu', 'aind', 'um', 'del', 'este', 'aspir', 'de', 'carr', 'portátil']"
neutral,"['o', 'material', 'do', 'produt', 'nã', 'pod', 'ser', 'pior', 'é', 'de', 'plástic', 'parec', 'produt', 'hospital', 'qdo', 'compr', 'ache', 'q', 'foss', 'algum', 'tip', 'de', 'algodã', 'com', 'tratament', 'imperm', 'estou', 'aguard', 'par', 'devolv']"
positive,"['no', 'praz', 'e', 'com', 'qualidad']"
positive,"['produt', 'cheg', 'antes', 'do', 'praz', 'previst']"
neutral,"['quand', 'compr', 'o', 'praz', 'era', 'um', 'e', 'depo', 'de', 'compr', 'aument', 'em', 'uns', 'dias', 'receb', 'antes', 'porém', 'o', 'vendedor', 'nunc', 'atualiz', 'as', 'inform', 'no', 'sit']"
negative,"['a', 'cadeir', 'decor', 'vei', 'c', 'pé', 'troc', 'c', 'sold', 'aparent', 'acab', 'mal', 'feit', 'estof', 'vier', 's', 'nenhum', 'proteçã', 'plástic', 'num', 'caix', 'tod', 'remend', 's', 'manual', 'e', 'med', 'nã', 'conf']"
neutral,"['o', 'produt', 'que', 'ped', 'era', 'no', 'tamanh', 'cm', 'e', 'ele', 'vei', 'de', 'cm']"
negative,"['gost', 'de', 'sab', 'o', 'por', 'que', 'os', 'ped', 'nã', 'cheg', 'no', 'praz']"
negative,"['nã', 'receb', 'aind', 'e', 'nem', 'fui', 'avis', 'que', 'atras']"
positive,"['produt', 'de', 'primeir', 'linh']"
positive,"['ame', 'cheg', 'bem', 'antes', 'do', 'praz', 'a', 'bonec', 'é', 'lind', 'minh', 'filh', 'está', 'sup', 'satisfeit']"
neutral,"['nao', 'reseb', 'meu', 'produt', 'ate', 'hoj', 'compr', 'uma', 'cam', 'elast', 'ja', 'cheg', 'mas', 'a', 'escad', 'ete', 'agor', 'nad', 'estou', 'esper', 'a', 'escad', 'voc', 'sempr', 'entregara', 'minh', 'cois', 'sertinh', 'ate', 'antes', 'do', 'praz', 'nao', 'sei']"
positive,"['entreg', 'antes', 'do', 'praz', 'estabelec']"
neutral,"['o', 'headphon', 'é', 'bem', 'apert', 'compar', 'com', 'outr', 'model', 'ele', 'tem', 'a', 'estrutur', 'diferenc', 'send', 'ruim']"
negative,"['fiz', 'a', 'compr', 'de', 'bas', 'e', 'até', 'o', 'moment', 'receb', 'soment', 'acredit', 'que', 'se', 'os', 'produt', 'vem', 'do', 'mesm', 'local', 'e', 'a', 'compr', 'foi', 'feit', 'junt', 'a', 'entreg', 'também', 'ser', 'realiz', 'junt', 'estou', 'aguard', 'o', 'contat']"
neutral,"['o', 'produt', 'entreg', 'nã', 'é', 'igual', 'ao', 'exib', 'na', 'fotograf', 'quand', 'abri', 'par', 'mont', 'ache', 'as', 'prateleir', 'um', 'pouc', 'estreit', 'depo', 'resolv', 'compar', 'c', 'a', 'fot', 'onlin', 'e', 'constat', 'que', 'é', 'outr', 'produt']"
neutral,"['meu', 'produt', 'vei', 'quebr', 'a', 'tamp', 'na', 'part', 'de', 'tra']"
positive,"['parabéns', 'cheg', 'tud', 'cert', 'obrig']"
neutral,"['aind', 'nã', 'receb', 'meu', 'ped', 'nã', 'sei', 'se', 'é', 'culp', 'do', 'parceir', 'ou', 'transport']"
positive,"['entreg', 'antes', 'praz', 'corret']"
positive,"['entreg', 'antes', 'do', 'praz', 'tud', 'perfeit']"
positive,"['muit', 'obrig']"
positive,"['receb', 'o', 'produt', 'dentr', 'do', 'praz', 'bem', 'embal', 'e', 'de', 'ótim', 'qualidad']"
neutral,"['nã', 'é', 'o', 'mesm', 'produt', 'que', 'compr', 'mas', 'vai', 'serv']"
neutral,"['é', 'bom', 'mas', 'nã', 'é', 'alumíni', 'nã']"
positive,"['excelent', 'loj', 'sou', 'client', 'antig', 'nad', 'tenh', 'a', 'reclam', 'not', 'par', 'baratheon']"
positive,"['recom', 'este', 'produt']"
positive,"['meu', 'filh', 'ador', 'e', 'cheg', 'antes', 'do', 'praz', 'final']"
positive,"['receb', 'anot', 'da', 'dat', 'marc', 'em', 'ótim', 'estad', 'muit', 'obrig']"
positive,"['muit', 'bom', 'e', 'rap', 'entreg']"
neutral,"['bom', 'produt', 'e', 'entreg', 'ráp']"
negative,"['horrível', 'muit', 'pequen', 'nad', 'a', 'ver', 'nã', 'recom', 'o', 'produt']"
positive,['excelent']
positive,"['podut', 'é', 'igual', 'o', 'da', 'fot', 'e', 'cheg', 'dentr', 'do', 'praz', 'recom', 'só', 'cheg', 'no', 'penúltim', 'dia', 'praz']"
positive,"['loj', 'sup', 'complet', 'o', 'vendedor', 'é', 'atenc', 'e', 'sup', 'ágil', 'nos', 'praz', 'val', 'a', 'pen']"
positive,"['vei', 'com', 'ped', 'antes', 'do', 'dia', 'cheg']"
positive,"['produt', 'cheg', 'antes', 'do', 'praz', 'estipul']"
neutral,"['praz', 'de', 'entreg', 'muit', 'extens']"
neutral,"['gost', 'do', 'produt', 'e', 'a', 'entreg', 'supr', 'ráp', 'show']"
positive,"['produt', 'entreg', 'antes', 'do', 'praz', 'e', 'dentr', 'das', 'especific', 'recom']"
neutral,"['a', 'caix', 'cheg', 'total', 'amass', 'por', 'sort', 'eram', 'mochil', 'se', 'foss', 'outr', 'produt', 'pod', 'ter', 'cheg', 'danific']"
neutral,"['ótim', 'atend', 'entreg', 'no', 'praz', 'e', 'produt', 'entreg', 'sem', 'problem']"
positive,"['ótim', 'loj', 'e', 'ótim', 'produt']"
neutral,"['aind', 'nã', 'receb']"
positive,"['nao', 'tenh', 'de', 'que', 'reclam', 'sempr', 'que', 'compr', 'receb', 'sempr', 'no', 'pras', 'os', 'produt', 'maravilh', 'so', 'agradec']"
positive,"['cheg', 'corret', 'e', 'dentr', 'do', 'praz', 'recom']"
positive,"['tud', 'ok', 'e', 'a', 'negoc', 'é', 'cert']"
positive,"['sim', 'eu', 'recom', 'esta', 'loj']"
positive,"['a', 'entreg', 'foi', 'feit', 'no', 'praz', 'corret']"
negative,"['nã', 'recom', 'nã', 'receb', 'quer', 'reembols']"
positive,"['entreg', 'feit', 'dentr', 'do', 'praz']"
negative,"['o', 'produt', 'ê', 'import', 'da', 'chin', 'e', 'nã', 'possu', 'nenhum', 'manual', 'em', 'português', 'deix', 'a', 'desej']"
neutral,"['nad', 'de', 'mais', 'baix', 'qualidad', 'de', 'plastic']"
positive,"['relógi', 'muit', 'bom', 'e', 'foi', 'entreg', 'no', 'praz']"
neutral,"['eu', 'gost']"
neutral,"['só', 'pod', 'vir', 'com', 'uma', 'capinh', 'do', 'ócul', 'melhor']"
positive,"['produt', 'de', 'exelent', 'qualidad', 'recom', 'pois', 'cheg', 'antes', 'do', 'praz', 'e', 'vei', 'certinh', 'sem', 'nenhum', 'defeit']"
positive,"['entreg', 'o', 'produt', 'de', 'form', 'corret', 'e', 'antes', 'do', 'praz', 'muit', 'eficient']"
positive,"['produt', 'excelent', 'super', 'as', 'minh', 'expect', 'estã', 'de', 'parabéns']"
positive,"['entreg', 'antes', 'do', 'praz', 'perfeit']"
positive,"['o', 'produt', 'cheg', 'bem', 'antes', 'do', 'esper', 'muit', 'obrig']"
neutral,"['mto', 'bom']"
negative,"['nã', 'receb', 'produt', 'aind']"
positive,"['ame', 'minh', 'luminár', 'mas', 'na', 'fot', 'parec', 'um', 'pouc', 'menor']"
negative,"['compr', 'há', 'quas', 'mes', 'e', 'até', 'o', 'moment', 'nã', 'receb', 'o', 'produt']"
positive,"['o', 'present', 'é', 'par', 'minh', 'mã', 'do', 'dia', 'das', 'mã', 'nã', 'foi', 'abert', 'aind', 'mas', 'crei', 'que', 'estej', 'tud', 'corret', 'receb', 'o', 'produt', 'antes', 'da', 'dat', 'previst', 'par', 'entreg', 'se', 'vier', 'com', 'defeit', 'pod', 'troc']"
negative,"['compr', 'termômetr', 'mas', 'vier', 'quebr', 'com', 'dev', 'proced', 'par', 'que', 'sej', 'troc']"
positive,"['receb', 'o', 'produt', 'muit', 'antes', 'do', 'praz', 'previst', 'gost', 'muit', 'e', 'recom']"
neutral,"['aproveit', 'soment', 'a', 'cap', 'a', 'películ', 'nã', 'é', 'a', 'melhor']"
positive,"['compromet', 'dentr', 'do', 'praz']"
neutral,"['receb', 'antes', 'do', 'praz', 'ador', 'o', 'produt']"
positive,"['produt', 'entreg', 'antes', 'do', 'praz', 'e', 'em', 'ótim', 'condiçõ']"
negative,"['eu', 'solicit', 'devoluca', 'do', 'valor', 'pois', 'o', 'produt', 'vei', 'com', 'defeit', 'e', 'nao', 'foi', 'aceit', 'pel', 'impressor', 'apont', 'defeit']"
positive,"['produt', 'conform', 'anunc']"
neutral,"['material', 'excelent', 'entreg', 'ráp', 'antes', 'do', 'temp']"
negative,"['a', 'loj', 'nã', 'fez', 'nenhum', 'rastreabil', 'do', 'produt', 'fiz', 'a', 'reclamaca', 'que', 'nã', 'receb', 'e', 'até', 'agor', 'nenhum', 'retorn', 'total', 'descas']"
negative,"['nã', 'receb', 'aind', 'o', 'produt', 'por', 'nã', 'ter', 'not', 'fiscal', 'o', 'produt', 'nã', 'foi', 'liber']"
neutral,"['aind', 'na', 'use', 'o', 'carreg', 'que', 'é', 'estranh', 'vou', 'ter', 'q', 'procur', 'adapt', 'ai', 'volt', 'a', 'fal']"
positive,"['o', 'produt', 'é', 'perfeit', 'ame', 'a', 'fragranc', 'e', 'a', 'form', 'com', 'se', 'espalh', 'no', 'ambient', 'a', 'loj', 'é', 'compromet', 'com', 'o', 'client']"
negative,"['nã', 'receb', 'as', 'cost', 'nem', 'o', 'assent', 'da', 'cadeir', 'apen', 'os', 'ferr', 'de', 'suport']"
neutral,"['bom', 'vendedor']"
neutral,"['gost', 'muit']"
negative,"['loj', 'péssim', 'nã', 'cumpr', 'com', 'seus', 'praz']"
negative,"['eu', 'nã', 'receb', 'a', 'mochil', 'nã', 'sei', 'se', 'o', 'problem', 'foi', 'da', 'empres', 'ou', 'da', 'transport', 'mais', 'independent', 'nã', 'estou', 'satisfeit', 'porqu', 'aind', 'nã', 'receb', 'o', 'produt']"
positive,"['foi', 'entreg', 'antes', 'do', 'praz', 'estabelec']"
neutral,"['no', 'dia', 'compr', 'no', 'sit', 'das', 'lannist', 'com', 'o', 'fret', 'um', 'pouc', 'maior', 'porém', 'o', 'praz', 'de', 'entreg', 'menor', 'entre', 'e', 'dias', 'pois', 'é', 'present', 'que', 'que', 'eu', 'entreg', 'no', 'dia', 'aind', 'nã', 'rec']"
neutral,"['acho', 'que', 'dev', 'demor', 'mesm', 'temp', 'na', 'entreg']"
positive,"['o', 'control', 'cheg', 'antes', 'do', 'praz', 'de', 'entreg', 'recoment', 'o', 'sit', 'de', 'confianc', 'e', 'atend', 'minh', 'necess', 'muit', 'bom', 'log', 'ester', 'compr', 'mas']"
positive,"['gost', 'muit', 'do', 'produt', 'compr']"
negative,"['nã', 'receb', 'o', 'produt', 'e', 'aind', 'nã', 'foi', 'ressarc', 'o', 'valor', 'pag']"
positive,"['atend', 'a', 'expect']"
positive,"['ótim', 'produt', 'com', 'ótim', 'prec', 'com', 'o', 'praz', 'de', 'entreg', 'excelent']"
negative,"['pag', 'car', 'pel', 'fret', 'e', 'a', 'empres', 'escolh', 'os', 'correi', 'com', 'form', 'de', 'transport', 'é', 'cert', 'uma', 'polít', 'que', 'dev', 'ser', 'revist', 'os', 'correi', 'tem', 'histór', 'negat', 'na', 'entreg', 'de', 'e', 'commerc']"
positive,"['ótim', 'vendedor']"
positive,"['excelent', 'produt', 'e', 'muit', 'ráp', 'na', 'entreg']"
negative,"['fiz', 'uma', 'compr', 'de', 'um', 'produt', 'e', 'receb', 'outr', 'produt']"
positive,"['produt', 'entreg', 'antes', 'do', 'praz', 'previs']"
positive,"['entreg', 'e', 'produt', 'perfeit', 'recom', 'com', 'certez', 'essa', 'loj']"
neutral,"['ñ', 'cheg', 'o', 'produt']"
neutral,"['solicit', 'volts', 'e', 'entreg', 'volts', 'desej', 'o', 'envi', 'das', 'resistent', 'volts']"
negative,"['cheg', 'produt', 'e', 'o', 'outr', 'nao', 'quer', 'sab', 'pq', 'se', 'esta', 'os', 'dois', 'no', 'mesm', 'vendedor', 'e', 'mesm', 'ped', 'por', 'favor']"
positive,"['entreg', 'antes', 'do', 'previst']"
positive,"['produt', 'e', 'parceir', 'muit', 'bons', 'recom']"
negative,"['a', 'loj', 'american', 'sempr', 'é', 'perfeit', 'porém', 'o', 'produt', 'é', 'muit', 'frágil', 'e', 'o', 'pin', 'de', 'ajust', 'de', 'hor', 'cai', 'sempr', 'além', 'diss', 'o', 'horári', 'do', 'relógi', 'atras']"
positive,"['com', 'sempr', 'entreg', 'antes', 'do', 'praz', 'produt', 'de', 'acord', 'com', 'anunc', 'funcion', 'bem']"
positive,"['produt', 'receb', 'antes', 'do', 'praz', 'relogi', 'de', 'boa', 'qualidad', 'cheg', 'intact']"
positive,"['produt', 'de', 'boa', 'qualidad', 'fácil', 'de', 'mont', 'e', 'espac', 'minh', 'pequen', 'amou']"
positive,"['tud', 'que', 'combin', 'prec', 'praz', 'de', 'entreg', 'e', 'produt', 'ped', 'de', 'voss', 'part', 'e', 'de', 'minh', 'o', 'pagament', 'for', 'cumpr', 'nest', 'condiçõ', 'nã', 'há', 'com', 'nã', 'dar', 'cert', 'uma', 'transaçã', 'comercial']"
neutral,"['gost', 'do', 'compromiss', 'com', 'a', 'entreg']"
positive,"['ótim', 'atend', 'entreg', 'ráp']"
positive,"['ráp', 'produt', 'lacr', 'tud', 'em', 'ordem']"
neutral,"['entreg', 'a', 'nf', 'com', 'as', 'unidad', 'compr', 'mas', 'entreg', 'apen', 'aguard', 'respost', 'da', 'empres', 'a', 'respeit', 'do', 'ocorr']"
positive,"['compr', 'tranquil', 'e', 'sem', 'problem']"
neutral,"['noss', 'que', 'loj', 'boa', 'cheg', 'muit', 'ráp', 'recom']"
neutral,"['só', 'mand', 'pros', 'correi', 'ao', 'invés', 'par', 'resident', 'e', 'cobr', 'fret', 'por', 'caus', 'diss', 'for', 'essa', 'situaçã', 'recom']"
positive,"['tud', 'perfeit', 'produt', 'praz', 'e', 'principal', 'o', 'prec']"
positive,"['entreg', 'antes', 'do', 'praz', 'embalag']"
negative,"['fic', 'aguard']"
positive,"['gost', 'foi', 'muit', 'corret', 'é', 'eficient', 'se', 'tod', 'trabalhac', 'dest', 'form', 'ser', 'perfeit', 'pois', 'nã', 'hav', 'tant', 'reclam', 'até', 'porqu', 'se', 'procur', 'estes', 'mei', 'é', 'porqu', 'esta', 'maneir', 'se', 'torn', 'visível', 'sim']"
neutral,"['foi', 'entreg', 'apen', 'part', 'do', 'ped']"
negative,"['o', 'produt', 'foi', 'entreg', 'quebr', 'nem', 'foi', 'precis', 'abrir', 'a', 'embalag', 'par', 'perceb', 'que', 'o', 'mesm', 'nao', 'foi', 'embal', 'corret']"
positive,"['otim', 'form', 'de', 'vend', 'pel', 'confianc', 'que', 'esta', 'loj', 'proporcion']"
negative,"['a', 'carteir', 'é', 'lind', 'porém', 'é', 'muit', 'grand', 'e', 'for', 'a', 'do', 'padrã', 'das', 'carteir', 'tradicion']"
positive,"['gost', 'muit', 'produt', 'ótim']"
positive,"['nunc', 'tiv', 'problem']"
positive,"['produt', 'entreg', 'bem', 'antes', 'do', 'praz', 'determin']"
positive,"['cheg', 'na', 'dat', 'cert', 'produt', 'muit', 'bom']"
positive,"['entreg', 'antes', 'da', 'dat', 'previst']"
positive,"['ótim', 'loj', 'sup', 'ráp', 'na', 'entreg']"
neutral,"['a', 'impressor', 'nã', 'vei', 'com', 'suas', 'proteçõ', 'complet', 'falt', 'aquel', 'espum', 'sól', 'par', 'mant', 'a', 'impressor', 'firm', 'dentr', 'da', 'embalag', 'e', 'o', 'cartuch', 'pret', 'estav', 'sec', 'tiv', 'que', 'compr', 'outr']"
neutral,"['compr', 'dois', 'par', 'de', 'luv', 'e', 'só', 'receb', 'um', 'par']"
positive,"['meus', 'parabéns', 'continu', 'assim']"
positive,"['a', 'mercador', 'foi', 'entreg', 'no', 'praz', 'eu', 'recom', 'a', 'tod']"
positive,"['servic', 'de', 'entreg', 'muit', 'eficient', 'o', 'produt', 'cheg', 'com', 'men', 'da', 'metad', 'do', 'praz', 'limit']"
neutral,"['primeir', 'vez', 'que', 'receb', 'os', 'produt', 'falt', 'alguns', 'itens']"
negative,"['demor', 'muit', 'pra', 'cheg']"
positive,"['fácil', 'de', 'compr', 'cheg', 'ráp', 'ador']"
positive,"['cheg', 'antes', 'do', 'previst', 'mt', 'bom', 'cerd', 'sup', 'mac', 'top', 'de', 'mais']"
positive,"['o', 'atras', 'na', 'entreg', 'foi', 'dos', 'correi', 'conform', 'rastreament', 'feit']"
positive,"['a', 'jarr', 'é', 'maravilh', 'e', 'faz', 'exat', 'o', 'que', 'se', 'é', 'esper']"
positive,"['parabéns', 'vcs', 'foi', 'entreg', 'antis', 'do', 'praz', 'eu', 'recom', 'obrig', 'luiz']"
positive,"['gost', 'muit', 'do', 'produt', 'atend', 'as', 'minh', 'necess', 'e', 'tem', 'fácil', 'montag', 'recom']"
positive,"['sup', 'satisfeit', 'produt', 'foi', 'além', 'das', 'minh', 'expect']"
neutral,"['atend', 'cumpr']"
neutral,"['compr', 'dois', 'itens', 'e', 'receb', 'apen', 'um']"
negative,"['boa', 'noit', 'receb', 'duas', 'das', 'três', 'luminár', 'que', 'adquir', 'favor', 'respond', 'urgent', 'aond', 'está', 'a', 'terceir', 'receb', 'dois', 'pacot', 'dos', 'correi', 'grat']"
positive,"['ador', 'a', 'compr']"
positive,"['excelent', 'produt', 'por', 'prec', 'maravilh']"
neutral,"['pens', 'quê', 'o', 'produt', 'era', 'entre', 'na', 'minh', 'resident', 'dev', 'ser']"
neutral,"['relógi', 'é', 'lind']"
negative,"['boa', 'tard', 'o', 'produt', 'acab', 'de', 'cheg', 'contud', 'só', 'vei', 'unidad', 'e', 'eu', 'compr', 'unidad', 'quer', 'diz', 'que', 'além', 'do', 'produt', 'cheg', 'atras', 'aind', 'vei', 'com', 'a', 'quantidad', 'errad', 'estã', 'falt', 'un']"
neutral,"['apen', 'o', 'produt', 'deix', 'a', 'desej', 'parec', 'mais', 'um', 'lençol', 'do', 'que', 'uma', 'colch', 'cobr', 'leit', 'esper', 'mais']"
positive,"['ame', 'o', 'produt', 'e', 'recom']"
positive,"['muit', 'bom', 'receb', 'bem', 'antes', 'do', 'praz']"
neutral,"['receb', 'o', 'produt', 'dentr', 'do', 'temp', 'estipul', 'porém', 'o', 'mesm', 'vei', 'trinc']"
negative,"['aparelh', 'usad']"
negative,"['o', 'produt', 'demor', 'par', 'sair', 'da', 'loj', 'pel', 'men', 'dias', 'se', 'eu', 'soub', 'tinh', 'compr', 'da', 'chin', 'que', 'vir', 'mais', 'rap']"
positive,"['igual', 'a', 'descriçã', 'bonit', 'lev', 'cheg', 'antes', 'do', 'praz', 'e', 'bem', 'embal', 'recom']"
neutral,"['estou', 'esper', 'cheg', 'o', 'meu', 'ped']"
negative,"['compr', 'duas', 'bols', 'mais', 'só', 'receb', 'tiv', 'problem', 'com', 'a', 'entreg', 'mand', 'vári', 'e', 'mails', 'e', 'nã', 'receb', 'nenhum', 'respost', 'estou', 'muit', 'insatisfeit']"
positive,"['produt', 'muit', 'bonit', 'muit', 'bem', 'embal']"
positive,"['entreg', 'ráp', 'e', 'segur', 'produt', 'de', 'qualidad']"
neutral,"['atend', 'a', 'espect', 'entreg', 'dentr', 'do', 'praz']"
negative,"['ate', 'o', 'present', 'moment', 'nao', 'receb', 'meu', 'produt', 'acho', 'uma', 'falt', 'de', 'respeit', 'com', 'o', 'client']"
neutral,"['aind', 'nã', 'receb', 'meu', 'ped']"
positive,"['parabéns', 'pel', 'respons', 'agil', 'e', 'transparent', 'com', 'que', 'trabalh']"
positive,"['produt', 'cheg', 'dentr', 'do', 'praz', 'e', 'o', 'produt', 'foi', 'fiel', 'a', 'propagand', 'e', 'expect']"
negative,"['tiv', 'que', 'busc', 'o', 'produt', 'em', 'iraj', 'pois', 'nã', 'tinh', 'a', 'aprov', 'de', 'cheg', 'até', 'o', 'meu', 'enderêc']"
negative,"['na', 'fot', 'produt', 'cor', 'fort', 'bonit', 'produt', 'receb', 'cor', 'desbot']"
negative,"['nã', 'receb', 'o', 'meu', 'ped', 'ate', 'agor', 'estou', 'esper', 'e', 'nad', 'for', 'mais', 'd', 'dias', 'e', 'aind', 'atras', 'franc']"
positive,"['produt', 'de', 'qualidad', 'receb', 'antes', 'do', 'praz', 'parabéns']"
negative,"['entreg', 'dos', 'correi', 'foi', 'grosseir', 'fic', 'berr', 'na', 'port', 'de', 'cas', 'me', 'diss', 'pessoal', 'q', 'nã', 'estav', 'nem', 'aí', 'pq', 'ele', 'era', 'concurs', 'e', 'por', 'fim', 'o', 'produt', 'cheg', 'deton', 'nunc', 'mais', 'compr', 'targaryen']"
neutral,"['a', 'bat', 'e', 'frac', 'descarreg', 'log']"
neutral,"['ótim', 'produt', 'recom']"
neutral,"['produt', 'barulhent', 'sem', 'control', 'de', 'volum', 'e', 'nã', 'há', 'referenc', 'nas', 'instruçõ', 'do', 'produt']"
positive,"['ótim', 'produt', 'excelent', 'qualidad', 'e', 'excelent', 'prec']"
positive,"['perfum', 'excelent', 'uso', 'desd', 'os', 'anos', 'marcant', 'e', 'envolvent', 'fixaçã', 'long', 'par', 'homens', 'de', 'atitud', 'e', 'requint', 'as', 'mulh', 'ador']"
neutral,"['bom', 'produt', 'conform', 'anunc', 'recom']"
negative,"['o', 'produt', 'aind', 'vai', 'cheg']"
neutral,"['só', 'deix', 'a', 'desej', 'na', 'entreg', 'quem', 'foi', 'entreg', 'nã', 'se', 'deu', 'o', 'trabalh', 'de', 'cham', 'apen', 'peg', 'o', 'papel', 'e', 'coloc', 'em', 'baix', 'da', 'port', 'eu', 'tiv', 'que', 'busc', 'no', 'correi', 'mais', 'o', 'produt', 'cheg', 'cert']"
negative,"['vcs', 'tem', 'que', 'par', 'de', 'vend', 'o', 'que', 'nao', 'tem', 'isso', 'e', 'fraud']"
positive,"['o', 'produt', 'é', 'ótim', 'vei', 'tud', 'certinh', 'e', 'bem', 'antes', 'do', 'praz', 'sup', 'recom', 'd']"
negative,"['relógi', 'nã', 'é', 'de', 'form', 'algum', 'unissex', 'é', 'feminin', 'cheg', 'com', 'a', 'embalag', 'sup', 'danific', 'mal', 'embal', 'descas', 'total']"
neutral,"['o', 'produt', 'vei', 'em', 'perfeit', 'estad', 'e', 'está', 'funcin', 'adequ', 'porém', 'vem', 'com', 'muit', 'app', 's', 'e', 'com', 'isso', 'sua', 'memór', 'intern', 'vei', 'muit', 'che', 'necessit', 'delet', 'los', 'par', 'pod', 'instal', 'o', 'que', 'desej']"
neutral,"['bom', 'vendedor', 'recom', 'a', 'tod']"
positive,"['ótim', 'ame']"
neutral,"['o', 'unic', 'problem', 'é', 'que', 'compr', 'dois', 'produt', 'ident', 'e', 'receb', 'apen', 'um', 'a', 'loj', 'aleg', 'que', 'o', 'ped', 'ser', 'envi', 'separ', 'isso', 'nã', 'é', 'bom', 'mas', 'alem', 'diss', 'nao', 'tenh', 'o', 'que', 'reclam']"
positive,"['tud', 'bem', 'ele', 'cheg', 'ate', 'antes', 'do', 'praz']"
neutral,"['só', 'o', 'praz', 'que', 'um', 'pouc', 'estens']"
neutral,"['foi', 'receb', 'dentr', 'do', 'acord', 'mas', 'pod', 'ser', 'mais', 'ráp']"
positive,"['produt', 'vei', 'antes', 'do', 'praz', 'muit', 'bem', 'embal', 'tud', 'conform', 'a', 'descriçã']"
positive,"['tec', 'de', 'qualidad', 'e', 'envi', 'antes', 'do', 'praz']"
positive,"['produt', 'bom', 'mas', 'falt', 'víd', 'de', 'demonstr', 'dos', 'produt']"
neutral,"['o', 'relógi', 'aparent', 'ser', 'de', 'qualidad', 'inferior', 'aos', 'relógi', 'da', 'marc', 'casi', 'e', 'nã', 'vei', 'com', 'manual', 'em', 'português', 'o', 'que', 'demonstr', 'que', 'é', 'import']"
negative,"['compr', 'o', 'produt', 'emblol', 'de', 'descarg', 'valvul', 'hydra', 'orient', 'com', 'o', 'parceir', 'marketin', 'plaz', 'targaryen', 'receb', 'o', 'produt', 'errad', 'no', 'lug', 'vei', 'conjunt', 'de', 'manol', 'com', 'pastilh', 'no', 'lug', 'do', 'produt', 'que', 'compr']"
positive,"['a', 'entreg', 'foi', 'mais', 'ráp', 'do', 'que', 'o', 'esper']"
positive,"['produt', 'maravilh', 'sem', 'cont', 'o', 'cheir', 'que', 'é', 'muit', 'bom', 'receb', 'antes', 'do', 'praz']"
neutral,"['receb', 'o', 'mp', 'sem', 'o', 'fon', 'de', 'ouv']"
neutral,"['boa', 'noit', 'aind', 'nã', 'receb', 'minh', 'encomend']"
neutral,"['a', 'entreg', 'foi', 'sup', 'ráp']"
neutral,"['já', 'efetu', 'vár', 'compr', 'pel', 'internet', 'e', 'a', 'lannist', 'é', 'muit', 'confiável']"
neutral,"['tud', 'muit', 'simpl', 'e', 'rap']"
positive,"['atend', 'noss', 'expect', 'porém', 'o', 'fret', 'nã', 'vei', 'discrimin', 'na', 'not', 'fiscal', 'precis', 'do', 'comprov', 'de', 'envi', 'do', 'mesm']"
negative,"['ped', 'nã', 'entreg', 'praz', 'de', 'entreg', 'nã', 'obedec']"
negative,"['está', 'atras', 'a', 'mais', 'de', 'dias']"
negative,"['fiz', 'a', 'solicit', 'de', 'devolu', 'pois', 'compr', 'a', 'películ', 'par', 'o', 'zenfon', 'selfi', 'e', 'vei', 'o', 'do', 'zenfon']"
positive,"['a', 'mesm', 'é', 'um', 'pouc', 'pes', 'mais', 'tranquil', 'par', 'trabalh']"
negative,"['tonn', 'compativel', 'instal', 'ok', 'na', 'impressor', 'mas', 'saiu', 'falh', 'compr', 'outr', 'de', 'outr', 'empres', 'e', 'saiu', 'normal']"
neutral,"['lev', 'dias', 'pra', 'cheg', 'cheg', 'tud', 'cert', 'nad', 'quebr']"
positive,"['a', 'loj', 'cumpr', 'corret', 'com', 'as', 'vend', 'que', 'realiz', 'eu', 'recom', 'essa', 'loj']"
neutral,"['eu', 'vej', 'com', 'posit', 'esse', 'vendedor', 'bom', 'produt', 'e', 'entrga', 'no', 'temp', 'combin', 'por', 'este', 'motiv', 'simples', 'recom']"
positive,"['bom', 'produt', 'de', 'ótim', 'qualidad', 'e', 'entreg', 'sup', 'ráp']"
neutral,"['muit', 'boa', 'loj']"
positive,"['excelent', 'eficác', 'na', 'vend', 'o', 'produt', 'cheg', 'em', 'segur', 'bem', 'proteg', 'e', 'muit', 'antes', 'do', 'praz', 'de', 'entreg']"
negative,"['nao', 'entreg', 'aind']"
positive,"['o', 'produt', 'foi', 'entreg', 'muit', 'bem', 'embal', 'e', 'cheg', 'bem', 'antes', 'do', 'praz', 'indic', 'par', 'tod']"
positive,"['aquecedor', 'muit', 'bom', 'ráp', 'e', 'bem', 'precis', 'bem', 'embal', 'o', 'praz', 'era', 'dias', 'mais', 'vei', 'em', 'sup', 'recom']"
neutral,"['ador', 'o', 'tapet', 'otim', 'cust', 'benefici', 'melhor', 'que', 'imagin']"
neutral,"['na', 'fot', 'a', 'impressã', 'que', 'o', 'pincel', 'de', 'pó', 'compact', 'era', 'mais', 'volum']"
