sentimento,comentarios
positive,"['vei', 'conform', 'combin', 'recom', 'vou', 'instal', 'mot', 'aind', 'mas', 'visual', 'material', 'bom']"
positive,"['gost', 'atend']"
negative,"['mercador', 'nao', 'vei', 'conform', 'ped', 'certez', 'erro', 'hor', 'conferenc', 'agor', 'q', 'transtorn']"
positive,"['ótim', 'vendedor', 'receb', 'produt', 'dia', 'após', 'compr', 'perfeit', 'condiçõ', 'sup', 'ráp', 'surpreend', 'menor', 'dúv', 'recom', 'tod']"
positive,"['tud', 'conform', 'planej']"
positive,"['gost', 'entreg', 'ráp', 'parabéns', 'baratheon']"
negative,"['malet', 'produt', 'péssim', 'qualidad', 'vei', 'quebr']"
positive,"['mto', 'bom', 'tapet', 'universal']"
positive,"['receb', 'produt', 'dentr', 'praz', 'dia', 'cheg', 'ja', 'test', 'ador', 'produt']"
positive,"['ótim', 'atend', 'entreg', 'antes', 'praz']"
positive,"['gost', 'produt', 'cheg', 'perfeit', 'excelent', 'qualidad']"
negative,"['nem', 'pud', 'test', 'produt', 'nem', 'sei', 'bat', 'usá', 'la', 'manual', 'inglês', 'vei', 'bat', 'onde', 'adquir', 'la']"
negative,"['compr', 'garraf', 'pra', 'térmic', 'térmic', 'nã', 'nad']"
negative,"['compr', 'pufs', 'mas', 'entregu']"
positive,['esxelent']
positive,"['cheg', 'antes', 'dat', 'previst', 'ador', 'irac']"
negative,"['encher', 'boi', 'perceb', 'esvazi', 'rapid', 'coloqu', 'águ', 'procur', 'melhor', 'descobr', 'dois', 'pont', 'col', 'defeit', 'precis', 'boi', 'troc']"
positive,"['entreg', 'rap', 'produt', 'bem', 'embal', 'avar']"
positive,"['aind', 'nã', 'use', 'produt', 'mas', 'gost', 'vi', 'bom']"
positive,"['tec', 'fronh', 'nã', 'vier', 'etiquet', 'composiçã', 'nã', 'sei', 'eh', 'poliést', 'cetim', 'verdad']"
positive,"['produt', 'cheg', 'antes', 'previst', 'ótim', 'acab', 'prec', 'acess', 'atend', 'expect', 'relaçã', 'treinament']"
positive,"['produt', 'bom', 'alta', 'qualidad']"
negative,"['nã', 'quer', 'produt']"
negative,"['olá', 'bom', 'dia', 'ñ', 'receb', 'pid', 'escov', 'progress', 'salvator', 'ok']"
negative,"['nã', 'esper', 'produt', 'parcial', 'entreg', 'compr', 'bald', 'kil', 'impermeabiliz', 'receb', 'falt', 'fiz', 'reclam', 'porém', 'nã', 'obtiv', 'respost', 'aind', 'aguard']"
negative,"['nã', 'receb', 'ped', 'reembols', 'crédit', 'nã', 'entrou', 'cont']"
negative,"['pagu', 'dois', 'produt', 'entreg', 'vou', 'recorr', 'justic']"
positive,"['previsã', 'entreg', 'dia', 'entreg', 'dia', 'perfeit', 'estad', 'parabéns', 'tod']"
negative,"['falt', 'respeit', 'consumidor', 'nã', 'dã', 'satisf', 'sobr', 'atras', 'loj', 'lannist', 'nã', 'dispõ', 'call', 'cent', 'onde', 'poss', 'fal', 'atendent', 'merec', 'respeit', 'client', 'lannist', 'tra']"
positive,"['produt', 'cheg', 'antes', 'praz', 'process', 'ok']"
positive,"['cheg', 'conform', 'esper', 'obrig']"
negative,"['compr', 'produt', 'vei', 'outr', 'complet', 'diferent']"
positive,"['produt', 'bom', 'porém', 'imagin', 'maior']"
negative,"['gast', 'fret', 'rea', 'gast', 'ir', 'busc', 'mercador', 'correi', 'porqu', 'nã', 'entreg', 'resident']"
negative,"['compr', 'feit', 'dia', 'aind', 'nã', 'receb', 'produt']"
positive,"['vei', 'tud', 'ok', 'dentr', 'espect']"
positive,"['tud', 'bem', 'obrig']"
positive,"['produt', 'cheg', 'bem', 'embal', 'problem', 'algum', 'lev', 'esquent', 'ráp', 'compr', 'nov', 'únic', 'problem', 'entreg', 'demor', 'cerc', 'uns', 'dias']"
3,"['produt', 'frágil']"
positive,"['compr', 'dia', 'receb', 'dia', 'seguint']"
3,"['cheg', 'bem', 'antes', 'praz', 'cheg', 'nenhum', 'problem', 'recom', 'loj']"
negative,"['receb', 'item', 'pois', 'encomend', 'dois', 'esper', 'retorn', 'resolv', 'questã', 'tent', 'lig', 'atend', 'client', 'nã', 'consegu', 'despach', 'pes', 'kg', 'vol', 'jos']"
positive,"['produt', 'fot', 'descriçã', 'gost', 'dev', 'ter', 'fot', 'mã', 'model', 'ter', 'noçã', 'tamanh', 'ache', 'menor', 'achav']"
3,"['compr', 'umas', 'cest', 'vim', 'compr', 'vei', 'falt', 'tamp', 'entã', 'nã', 'fiqu', 'total', 'satisfeit', 'mas', 'produt', 'bom']"
negative,"['entreg', 'atras', 'outr', 'compr', 'fiz', 'cheg', 'agor', 'nad', 'olha', 'outr', 'fiz', 'bem']"
positive,"['inicial', 'ped', 'cancel', 'ped', 'dev', 'falt', 'atualiz', 'produt', 'hoj', 'sei', 'erro', 'aplic', 'nã', 'vendedor']"
positive,"['sup', 'recom']"
negative,"['produt', 'nã', 'vem', 'embalag']"
positive,"['otim', 'produt', 'prec', 'bom', 'entreg', 'rap', 'recom']"
3,"['parec', 'frágil', 'aind', 'nã', 'use']"
negative,"['compr', 'tres', 'rol', 'papel', 'pared', 'receb', 'soment', 'naoest', 'consegu', 'entrar', 'contat']"
negative,"['receb', 'cap', 'errad', 'maior', 'celul', 'vou', 'ter', 'devolv', 'cancel', 'pagament']"
negative,"['nunc', 'acontec', 'antes', 'relaçã', 'compr', 'commerc', 'loj', 'lannist', 'nunc', 'aind', 'nã', 'receb', 'produt', 'nem', 'sei', 'vou', 'receb', 'pec', 'entrar', 'contat', 'comig', 'urgent']"
3,"['má', 'qualidad', 'produt']"
positive,"['produt', 'cheg', 'dentr', 'praz', 'atend', 'expect']"
negative,"['compr', 'botox', 'plastic', 'fios', 'entreg', 'progress', 'zap', 'insatisfeit', 'primeir', 'vez', 'q', 'acontac']"
negative,"['compr', 'curtin', 'q', 'vei', 'tod', 'tort', 'costur', 'part', 'baix', 'fiqu', 'chati']"
positive,"['produt', 'cheg', 'bem', 'antes', 'previst']"
positive,"['ótim', 'produt', 'qualidad', 'fácil', 'instal', 'proteçã', 'qualidad', 'ip']"
positive,"['ness', 'tip', 'compr', 'gent', 'nã', 'conhec', 'loj', 'produt', 'entreg', 'gent', 'conf', 'stark']"
positive,"['entreg', 'ráp', 'tud', 'cert']"
positive,"['relógi', 'vei', 'solt', 'dentr', 'caix', 'nã', 'nenhum', 'caixinh', 'dentr', 'caix', 'principal', 'proteg', 'ache', 'estranh', 'pq', 'vi', 'net', 'relógi', 'sempr', 'vem', 'caixinh', 'guard']"
negative,"['cheg', 'praz', 'bem', 'antes', 'praz', 'porém', 'material', 'past', 'nã', 'esper']"
positive,"['vei', 'praz', 'bom', 'produt']"
positive,"['entreg', 'dia', 'seguint', 'compr']"
positive,"['cheg', 'dentr', 'praz', 'satisfeit']"
negative,"['assim', 'receb', 'poss', 'avali']"
positive,"['ador', 'compr', 'loj', 'lannist', 'tud', 'q', 'precis', 'ador']"
positive,"['entreg', 'antes', 'temp', 'estipul', 'bom', 'atend']"
negative,"['nã', 'receb', 'rod', 'falcon', 'cobr', 'fatur']"
3,"['log', 'após', 'compr', 'tent', 'cancel', 'ped', 'porqu', 'quer', 'tod', 'cor', 'mas', 'nã', 'ache', 'onde', 'faz', 'sit', 'tud', 'conform', 'combin']"
positive,"['além', 'bonit', 'bem', 'acab', 'entreg', 'praz']"
positive,"['tud', 'bem', 'entreg', 'antecip', 'vei', 'tud', 'bem', 'obrig', 'recom']"
positive,"['otim', 'rap']"
negative,"['aind', 'aguard', 'entreg', 'produt']"
3,"['sugestã', 'prat', 'microond', 'compr', 'nã', 'serv', 'exat', 'aparelh', 'gost', 'sit', 'dess', 'list', 'aparelh', 'compatív', 'produt', 'vit', 'surpres']"
negative,"['pens', 'toalh', 'mas', 'gross', 'bem', 'fin']"
positive,"['entã', 'ador', 'entreg', 'rap', 'produt', 'ótim', 'jeitinh', 'esper', 'val', 'unic', 'probleminh', 'pec', 'vei', 'quebr']"
positive,"['produt', 'mostr', 'excelent', 'nã', 'dei', 'cinc', 'estrel', 'pois', 'demor', 'cheg', 'entant', 'atras', 'cont', 'correi']"
negative,"['inform', 'q', 'produt', 'nã', 'cheg', 'correi', 'port', 'alegr', 'envi', 'mensag', 'aguard', 'retorn']"
positive,"['cheg', 'antes', 'previst', 'nã', 'gost', 'pq', 'pec', 'parec', 'maior', 'anúnci']"
negative,"['envi', 'mes', 'errad', 'produt', 'nest', 'sit', 'cust', 'metad', 'valor']"
positive,"['ameii', 'dms', 'cheg', 'antes', 'dat', 'previst']"
negative,"['produt', 'aind', 'nã', 'entreg', 'nã', 'sai', 'status', 'dias']"
positive,"['produt', 'qualidad', 'entreg', 'dentr', 'praz']"
positive,"['nã', 'gost', 'entreg', 'vár', 'dat', 'diferent', 'diferent', 'tod', 'compr', 'feit', 'on', 'lin', 'utiliz']"
positive,"['entreg', 'praz']"
negative,"['nad', 'reclam', 'receb', 'antecenc', 'marc']"
negative,"['nã', 'recom']"
positive,"['entreg', 'ráp', 'produt', 'maravilh']"
positive,"['cheg', 'bem', 'ráp', 'ache', 'ia', 'demor', 'cont', 'grev', 'mas', 'ráp']"
negative,"['receb', 'produt', 'mesm', 'linh', 'compr', 'porém', 'gramatur', 'descriçã', 'nã', 'conf', 'produt', 'compr']"
positive,"['tud', 'cert', 'produt', 'entreg', 'antes', 'praz']"
3,"['pingent', 'venh', 'saquinh', 'men', 'caixinh', 'fic', 'dev']"
3,"['poblem', 'demor']"
positive,"['receb', 'antes', 'dat', 'produt', 'top']"
negative,"['atras', 'enteg']"
positive,"['sup', 'indic', 'parabéns', 'loj', 'american', 'bem', 'antes', 'praz']"
positive,"['entreg', 'feit', 'bem', 'antes', 'praz', 'estabelec', 'sup', 'recom']"
negative,"['frust', 'compr', 'fiz', 'compr', 'pens', 'q', 'máquin', 'whals', 'cheg', 'qiru', 'd', 'péssim', 'qualidad', 'cheg', 'funcion', 'motor', 'potênc', 'n', 'cort', 'nad', 'n', 'indic', 'máquin', 'pra', 'ninguém']"
negative,"['cap', 'galaxy', 'not', 'veiod', 'galaxy', 's', 'nao', 'serv', 'celul']"
positive,['melhor']
negative,"['ora', 'ñ', 'recom', 'empres', 'targaryen', 'pois', 'ñ', 'entreg', 'mercador', 'praz', 'dia', 'sempr', 'alguém', 'cas', 'esper', 'entreg']"
positive,"['bom', 'compr', 'baratheon']"
positive,"['cheg', 'antes', 'promet']"
positive,"['mant', 'bonit', 'tec', 'bom', 'recom']"
negative,"['receb', 'produt', 'control', 'quebr', 'ja', 'mand', 'mail', 'ped', 'troc', 'mas', 'nã', 'respond']"
positive,"['bols', 'boa', 'qualidad', 'bonit', 'versátil', 'dia', 'dia', 'além', 'diss', 'entreg', 'sup', 'ráp']"
negative,"['ache', 'loj', 'demor', 'dem', 'pra', 'entreg', 'produt', 'fret', 'car']"
positive,"['lannist', 'parabéns', 'sempr', 'entreg', 'mercador', 'antes', 'praz']"
positive,['ame']
positive,"['caix', 'pesc', 'cheg', 'mas', 'falt', 'cap', 'xbox', 'canivet']"
positive,"['produt', 'pouc', 'difrent', 'fot', 'mas', 'tud', 'cert']"
positive,"['realment', 'envi', 'promet', 'cheg', 'praz', 'determin']"
negative,"['produt', 'nã', 'atend', 'especific', 'técnic', 'atençã', 'engenheir', 'eletric', 'produt', 'baix', 'qualidad']"
positive,"['bom', 'continu', 'assim']"
negative,"['dad', 'indispon', 'temp', 'compr', 'deix', 'compr', 'outr', 'promoçã', 'perd', 'acredit', 'ja', 'caminh']"
positive,"['qualidad', 'rapidez']"
positive,"['gost', 'obrig']"
positive,"['ótim', 'cust', 'benefíci', 'funcion', 'bem']"
positive,"['produt', 'bom', 'prec', 'bom', 'entreg', 'cheg', 'antes', 'praz']"
positive,"['ótim', 'produt', 'recom']"
positive,"['entreg', 'excelent', 'aind', 'nã', 'instal', 'produt']"
positive,"['verdad', 'entreg', 'feit', 'antes', 'praz', 'indic', 'hor', 'compr']"
positive,"['produt', 'excelent', 'qualidad']"
positive,"['tud', 'promet']"
negative,"['produt', 'present', 'dat', 'aind', 'nã', 'entreg']"
positive,"['ador', 'pontual']"
negative,"['nã', 'receb', 'produt', 'quer', 'dinheir', 'volt']"
positive,"['bom', 'entreg', 'antes', 'praz', 'recom']"
positive,"['compr', 'dia', 'receb', 'outr']"
positive,"['bom', 'vei', 'bem', 'embal', 'cheg', 'antes', 'praz']"
positive,"['bom', 'cust', 'benefíci']"
negative,"['compr', 'transform', 'igu', 'porém', 'entreg', 'vei', 'apen', 'proced', 'agor']"
negative,"['solicit', 'extensã', 'elétr', 'entrad', 'dev', 'igual', 'fot', 'porém', 'nã', 'vou', 'realiz', 'troc', 'pois', 'nã', 'temp', 'ir', 'correi', 'faz', 'devolu']"
positive,"['produt', 'entreg', 'antes', 'praz', 'sup', 'recom']"
positive,"['produt', 'cheg', 'praz', 'bem', 'embal', 'recom']"
positive,"['tud', 'excelent']"
negative,"['compr', 'duas', 'cadeir', 'por', 'entreg', 'apen']"
negative,"['produt', 'cheg', 'estour', 'vaz', 'crem', 'beir']"
negative,"['receb', 'produt', 'ped']"
negative,"['nã', 'gost', 'qualidad', 'produt', 'embal', 'form', 'inadequ', 'tint', 'solt']"
negative,"['produt', 'devolv', 'correi', 'loj', 'nã', 'pass', 'nenhum', 'inform', 'hoj', 'aguard', 'vou', 'esper', 'seman', 'nã', 'vou', 'cancel', 'compr']"
negative,"['produt', 'péssim', 'qualidad', 'furacã', 'nã', 'encaix', 'veícul', 'olha', 'barr', 'correspond', 'model', 'carr', 'plástic', 'ruim', 'gual', 'pot', 'margarin']"
negative,"['entreg', 'contrat', 'nã', 'permit', 'conferenc', 'produt', 'antes', 'assinatur', 'bolet', 'ameac', 'lev', 'entreg', 'embor', 'assim', 'q', 'assin', 'saiu', 'corr', 'nã', 'entreg', 'nf', 'extrem', 'gross']"
positive,"['realidad', 'nao', 'aguard', 'tã', 'ráp', 'super', 'rspectat']"
positive,['satisfeit']
positive,"['ótim', 'fornecedor', 'ótim', 'aquisiçã']"
negative,"['produt', 'entreg', 'vaz', 'dentr', 'caix', 'nã', 'cuid', 'quer', 'produt', 'entreg', 'antes', 'praz']"
positive,"['produt', 'cheg', 'dentr', 'praz', 'bem', 'embal', 'descriçã', 'nã', 'clar', 'detalh', 'entã', 'fiqu', 'content', 'perceb', 'produt', 'legal', 'imagin']"
positive,"['excelent', 'tud', 'reclam']"
negative,"['produt', 'defeit']"
positive,"['bom', 'produt', 'excelent', 'cheg', 'meg', 'rap']"
positive,"['excelent', 'entreg', 'ráp', 'ótim', 'produt', 'continu', 'assim', 'parabéns']"
positive,"['sempr', 'compr', 'sempr', 'receb', 'tud', 'certinh', 'not']"
positive,"['satisfeit', 'produt', 'entreg', 'pratic', 'sit']"
positive,"['produt', 'cheg', 'praz', 'cert']"
positive,"['entreg', 'sup', 'ráp', 'cheg', 'bem', 'antes', 'praz', 'produt', 'vei', 'certinh', 'recom', 'satisfeit']"
positive,"['cheg', 'antes', 'praz', 'produt', 'bom']"
positive,"['únic', 'cois', 'desagrad', 'parafus', 'vier', 'solt', 'caix', 'amass', 'rasg', 'nã', 'coloc', 'sac', 'plástic', 'simpl']"
negative,"['após', 'compr', 'loj', 'inform', 'erro', 'comunic', 'intern', 'produt', 'nã', 'estoqu', 'ped', 'cancel', 'valor', 'estorn']"
negative,"['olá', 'boa', 'tard', 'compr', 'prat', 'louc', 'nãf', 'plástic', 'soub', 'plástic', 'nã', 'compr']"
negative,"['entre', 'contat', 'empres', 'vez', 'nã', 'obtiv', 'respost', 'nem', 'vez', 'falt', 'respeit', 'client', 'praz', 'venc', 'produt', 'nã', 'cheg']"
positive,"['ame', 'atençã', 'dad', 'fornecedor']"
positive,"['cortin', 'atend', 'tod', 'especific', 'vei', 'tamanh', 'cert', 'cor', 'cert', 'jeitinh', 'descriçã', 'tã', 'boa', 'volt', 'compr', 'duas', 'recom']"
3,"['produt', 'receb', 'sacolã', 'plástic', 'forr', 'algum', 'prec', 'esper', 'porém', 'nã', 'forr', 'nã', 'dev', 'const', 'descriçã', 'produt']"
negative,"['fiz', 'compr', 'entreg', 'divid', 'receb', 'produt', 'ate', 'agor', 'absurd']"
negative,"['acho', 'loj', 'extrem', 'confianc', 'porém', 'compr', 'produt', 'nã', 'receb', 'almof', 'par', 'insatisfeit']"
positive,"['produt', 'bom', 'vei', 'sup', 'embal', 'proteg', 'recom', 'tod', 'compr', 'pod', 'compr', 'med', 'otim', 'qualidad']"
positive,"['surpreend', 'entreg', 'bem', 'antes', 'praz', 'produt', 'sup', 'bem', 'embal']"
negative,"['apes', 'const', 'entreg', 'histór', 'ped', 'nad', 'entreg']"
negative,"['agor', 'nã', 'receb', 'produt', 'encaminh', 'mail', 'pra', 'vcs', 'receb', 'apen', 'inform', 'diz', 'aguard', 'entreg', 'dia', 'mas', 'agor', 'nad']"
positive,"['ameee', 'tud', 'produt', 'cheg', 'bee', 'antes', 'dat', 'previst', 'elogi', 'continu', 'assim']"
negative,"['chat', 'pois', 'aguard', 'agor', 'nad']"
3,"['produt', 'cheg', 'mas', 'qualidad', 'bem', 'baix']"
negative,"['inform', 'produt', 'entreg', 'nã', 'confirm', 'inform', 'pec', 'inform', 'local', 'horari', 'receb']"
positive,"['ótim', 'produt']"
negative,"['ruim', 'hor', 'devolv', 'dinheir']"
positive,"['ótim', 'produt', 'receb', 'cfe', 'anunc', 'recom']"
positive,"['produt', 'cheg', 'ráp', 'tud', 'corret', 'indic', 'tod']"
positive,"['prec', 'ótim', 'entreg', 'ráp']"
negative,"['quer', 'verdadeir', 'rog', 'sel', 'imetr', 'vei', 'total', 'falsific', 'tud', 'admir', 'loj', 'lannist', 'vend', 'algo', 'falsific', 'ajud', 'tent', 'acord', 'vcs']"
3,"['demor', 'cheg', 'produt']"
negative,"['receb', 'apen', 'bomb', 'encher', 'pneus', 'biciclet', 'nem', 'receb', 'cas', 'resolv', 'seis', 'dias', 'cas', 'contrári', 'devolv', 'produt', 'receb', 'procur', 'med', 'cabiv']"
negative,"['receb', 'abolc', 'kit', 'berc', 'nã']"
positive,"['cheg', 'antes', 'dat', 'previst', 'produt', 'bonit']"
positive,"['atend', 'ráp', 'burocrac', 'fiz', 'compr', 'telefon', 'atendent', 'tir', 'duv', 'compr', 'ráp', 'entreg', 'praz', 'entreg', 'dentr', 'estabelec']"
negative,"['produt', 'cheg', 'péssim', 'estad', 'suj', 'lasc', 'rasg', 'nã', 'consig', 'nem', 'lig', 'nem', 'envi', 'email', 'faz', 'reclam', 'ped', 'dinheir', 'volt']"
negative,"['envi', 'mercador', 'onde', 'dat', 'validad', 'retir', 'demonstr', 'fraud', 'mercador', 'velh', 'venc', 'quer', 'dinheir', 'volt', 'troc', 'mercador', 'nov']"
positive,['recom']
positive,"['ótim', 'servic']"
positive,"['pontual', 'entreg']"
positive,"['empres', 'respons', 'compromet', 'entreg', 'corret', 'antes', 'praz', 'combin', 'parabéns']"
positive,"['recom', 'tod', 'produt', 'chei', 'muitooo', 'antes', 'previst', 'vei', 'bem', 'embal']"
positive,"['recom', 'produt', 'entreg', 'dat', 'antes', 'previst', 'ador']"
positive,"['desenh', 'vei', 'skat', 'cor', 'capacet', 'vier', 'diferent', 'hav', 'compr', 'cor', 'desenh', 'skat']"
positive,"['otim', 'produt', 'entreg', 'rap', 'negoc', 'plen']"
positive,"['produt', 'dentr', 'esper', 'entreg', 'ráp', 'antes', 'praz']"
positive,"['entreg', 'temp', 'perfeit', 'por', 'produt', 'fechequ', 'naõ', 'funcion', 'corret', 'nã', 'fech', 'puss', 'relogi']"
positive,"['cheg', 'antes', 'praz', 'bem', 'embal']"
3,"['nã', 'nenhum', 'problem', 'produt', 'cheg', 'antes', 'praz']"
3,"['praz', 'entreg', 'nã', 'cumpr', 'fiz', 'compr', 'dias', 'nã', 'receb', 'produt', 'rastreament', 'nã', 'possivel', 'sab', 'acontec', 'nov', 'previsã', 'cheg']"
positive,"['entreg', 'praz', 'tod', 'produt', 'lacr', 'excelent', 'esper']"
positive,"['produt', 'entreg', 'ótim', 'condiçõ', 'ráp']"
positive,"['ótim', 'produt', 'cheg', 'sup', 'ráp', 'cas', 'além', 'diss', 'qualidad', 'material', 'boa', 'gost', 'bastant', 'agor', 'vou', 'usa', 'la', 'dia', 'dia']"
negative,"['hav', 'compr', 'outr', 'ferrar', 'black', 'internet', 'prec', 'semelh', 'mas', 'outr', 'fornecedor', 'receb', 'agor', 'pratic', 'nã', 'fixaçã', 'baix', 'qualidad']"
3,"['cheg', 'model', 'cor', 'prat', 'dour', 'nã', 'vei']"
negative,"['precis', 'troc', 'produt', 'kit', 'menor', 'x', 'primeir', 'compr', 'q', 'extorn', 'falt', 'comunic', 'correi', 'vou', 'providenciasr', 'devolu']"
positive,"['atend', 'nã', 'reconhec', 'cartã', 'memór', 'dentr', 'esper']"
negative,"['ruim', 'atend', 'soment', 'eletron', 'vc', 'obrig', 'esper', 'pel', 'boa', 'vontad', 'loj', 'entrar', 'contat']"
negative,"['dias', 'aind', 'nã', 'entreg']"
positive,"['sup', 'ráp', 'entreg']"
positive,"['resistent', 'perfeit']"
positive,"['alguns', 'problem', 'chav', 'q', 'nã', 'tranc', 'melet', 'part', 'dentr', 'fic', 'tort', 'nã', 'fech', 'ache', 'mesm', 'malet', 'prec', 'pag', 'fret', 'mas', 'boa', 'resistent']"
positive,['luind']
positive,['babab']
positive,"['bem', 'legal', 'canud']"
negative,"['produt', 'cheg', 'quebr', 'marc', 'usad', 'tent', 'faz', 'troc', 'nã', 'to', 'consegu']"
3,"['produt', 'bom', 'recom']"
negative,"['receb', 'soment', 'part', 'ped', 'vist', 'compr', 'duas', 'unidad', 'gaveteir', 'receb', 'soment', 'unidad']"
positive,"['ótim', 'trabalh']"
positive,"['feliz', 'compr', 'ped', 'cheg', 'dias', 'recom']"
negative,"['nã', 'receb', 'produt', 'gost', 'sab', 'porqu']"
3,"['p', 'correi', 'aind', 'nã', 'entreg', 'produt']"
positive,"['entreg', 'ráp', 'bem', 'antes', 'praz', 'ped', 'produt', 'bom', 'ameii', 'compr', 'brev']"
positive,"['produt', 'cheg', 'period', 'estipuld']"
positive,"['bom', 'servic', 'vcs', 'gost', 'produt', 'cheg', 'praz']"
positive,"['entreg', 'ráp', 'surpreend']"
positive,['estrel']
negative,"['compr', 'dois', 'produt', 'receb', 'falt', 'outr', 'not', 'produt', 'gost', 'sab', 'acontec', 'pois', 'tent', 'rastr', 'rastreament', 'diz', 'receb', 'protud']"
3,"['ótim', 'loj']"
negative,"['produt', 'receb', 'vei', 'diferent', 'anunc', 'anúnci', 'nã', 'elást', 'receb', 'vei', 'cim', 'elást', 'fiz', 'nov', 'compr', 'patins', 'esper', 'receb', 'corret']"
negative,"['nã', 'primeir', 'vez', 'atras', 'entreg', 'conseg', 'fal', 'atendent', 'aind', 'ped', 'praz', 'dois', 'dias', 'atras', 'infeliz', 'mudanc', 'entreg', 'parceir', 'nã', 'send', 'pratic']"
negative,"['sempr', 'compr', 'baratheon', 'receb', 'sempr', 'produt', 'antes', 'praz', 'agor', 'compr', 'alguns', 'produt', 'receb', 'parcial', 'ped', 'falt', 'duas', 'cuzcuzeir']"
positive,"['bom', 'produt']"
negative,"['quas', 'mês', 'nad']"
positive,"['parabéns', 'servic', 'prest']"
positive,"['produt', 'receb', 'dentr', 'praz', 'qualidad']"
positive,"['acab', 'usar', 'bat', 'tud', 'perfeit', 'obrig']"
negative,"['esper', 'ped', 'sei', 'correi', 'sempr', 'atras']"
negative,"['entreg', 'atras', 'entre', 'contat', 'nã', 'respost']"
negative,"['produt', 'pra', 'entreg', 'dia', 'nã', 'cheg', 'status', 'produt', 'i', 'dispon', 'mand', 'formulári', 'pra', 'aind', 'nã', 'respond', 'quer', 'sab', 'reembols', 'qdo', 'ser']"
negative,"['entreg', 'aind', 'nã', 'realiz', 'previst', 'nem', 'status', 'onde', 'anda', 'produt', 'acompanh']"
negative,"['produt', 'péssim', 'qualidad']"
positive,"['vendedor', 'ráp', 'hor', 'envi', 'produt', 'cheg', 'ráp', 'produt', 'original']"
positive,"['loj', 'extrem', 'confianc', 'produt', 'original', 'qualidad', 'entreg', 'garant', 'ótim', 'prec', 'parabéns']"
negative,"['produt', 'compr', 'vei', 'errad', 'compr', 'duas', 'plac', 'lavador', 'diferent', 'vei', 'duas', 'igu', 'vei', 'duas', 'bwg', 'c', 'necessit', 'outr', 'plac', 'bwl', 'urgent']"
positive,"['produt', 'bom', 'recom', 'loj', 'produt']"
positive,"['recom', 'entreg', 'antes', 'praz', 'predetermin']"
positive,"['bom', 'confiável', 'deix', 'segur', 'quant', 'compr', 'fornec', 'inform', 'sobr', 'produt', 'destin', 'cheg', 'consumidor']"
positive,"['produt', 'receb', 'dias', 'funcion']"
positive,"['entreg', 'feit', 'normal', 'produt', 'boa', 'qualidad']"
negative,"['envi', 'produt', 'divergent', 'compr']"
positive,"['ame', 'produt', 'entreg', 'cheg', 'conform', 'anunci', 'cumpr', 'promet']"
positive,"['bom', 'trabalh', 'tud', 'ráp', 'ágil', 'dedic', 'client', 'ame', 'obrig']"
positive,"['excelent', 'vendedor', 'ótim', 'produt', 'entreg', 'ráp']"
positive,"['excelent', 'papel', 'pared', 'servic', 'entreg']"
positive,"['cheg', 'antes', 'praz']"
positive,"['receb', 'produt', 'escolh', 'temp', 'record', 'ador']"
positive,"['produt', 'cheg', 'direitinh', 'antes', 'dat', 'previst']"
negative,"['nã', 'receb', 'produt', 'sit', 'const', 'entreg']"
positive,"['produt', 'cheg', 'antes', 'esper', 'por', 'vei', 'arranhõ', 'tamp', 'acril', 'gost', 'sab', 'proced']"
positive,"['pod', 'compr', 'garant']"
positive,"['ótim', 'produt', 'entreg', 'dentr', 'praz']"
negative,"['compr', 'duas', 'calc', 'receb', 'apen', 'mas', 'const', 'status', 'receb', 'duas']"
positive,"['entreg', 'sup', 'rap', 'bem', 'antes', 'esper']"
positive,"['produt', 'cheg', 'dias', 'pagament', 'volt', 'faz', 'outr', 'compr', 'dest', 'empres', 'vcs', 'parabéns']"
negative,"['produt', 'aind', 'nã', 'cheg']"
positive,"['compr', 'fronh', 'entreg', 'praz', 'determin', 'satisfeit']"
negative,['esper']
positive,"['tud', 'combin']"
3,"['cortin', 'lind']"
3,"['produt', 'entreg', 'praz', 'menor', 'program']"
positive,"['produt', 'entreg', 'dentr', 'praz', 'possivel', 'realiz', 'rastrei', 'acompanh', 'etap', 'aparelh', 'vei', 'bem', 'embal', 'realiz', 'alguns', 'test', 'funcion', 'ok', 'produt', 'qualidad']"
positive,"['cumpr', 'perfeiçã']"
negative,"['produt', 'dat', 'previst', 'dia', 'agor', 'nã', 'receb', 'nenhum', 'ligaçã', 'respons', 'entreg', 'nenhum', 'email', 'nad', 'aguard', 'aind', 'esper', 'receb']"
positive,"['aind', 'nã', 'receb', 'aguard']"
positive,"['receb', 'soment', 'item', 'ped', 'kit', 'bols', 'kit', 'berc', 'nã', 'receb']"
negative,"['nã', 'receb', 'produt', 'hoj', 'nã', 'recom']"
positive,"['receb', 'produt', 'ordem', 'ráp']"
positive,"['excelent', 'loj', 'recom', 'compr', 'vári', 'produt', 'ótim', 'qualidad']"
positive,"['bom', 'recom']"
positive,"['gost', 'bem', 'fort', 'esper', 'enche', 'sup', 'ráp']"
negative,"['sofr', 'dor', 'muscul', 'ombro', 'esquerd', 'pescoc', 'lad', 'esquerd', 'fiz', 'vári', 'test', 'refer', 'produt', 'segu', 'mand', 'manual', 'porém', 'moment', 'aind', 'nã', 'obtiv', 'sucess']"
positive,"['tud', 'perfeit', 'receb', 'sup', 'rap', 'tud', 'ok']"
positive,"['produt', 'cheg', 'bem', 'antes', 'praz', 'parabéns', 'atend']"
